Location,TimeFrame,CHILD_SUPPORT_COLLECT_PCT
Kenton,2004,0.63
Kenton,2005,0.63
Kenton,2006,0.62
Kenton,2007,0.62
Kenton,2008,0.6
Kenton,2009,0.6
Kenton,2010,0.58
Kenton,2011,0.57
Kenton,2012,0.57
Kenton,2013,0.56
Kenton,2014,0.56
Kenton,2015,0.57
Kenton,2016,0.57
Kenton,2017,0.57
Kenton,2018,0.57
Kenton,2019,0.58
Knott,2000,0.43
Knott,2001,0.49
Knott,2002,0.49
Knott,2003,0.49
Knott,2004,0.51
Knott,2005,0.55
Knott,2006,0.58
Knott,2007,0.58
Knott,2008,0.56
Knott,2009,0.54
Knott,2010,0.52
Knott,2011,0.51
Knott,2012,0.47
Knott,2013,0.44
Knott,2014,0.41
Knott,2015,0.41
Knott,2016,0.42
Knott,2017,0.42
Knott,2018,0.44
Knott,2019,0.48
Knox,2000,0.4
Knox,2001,0.46
Knox,2002,0.47
Knox,2003,0.45
Knox,2004,0.47
Knox,2005,0.48
Knox,2006,0.5
Knox,2007,0.49
Knox,2008,0.47
Knox,2009,0.47
Knox,2010,0.5
Knox,2011,0.51
Knox,2012,0.51
Knox,2013,0.5
Knox,2014,0.5
Knox,2015,0.49
Knox,2016,0.5
Knox,2017,0.48
Knox,2018,0.48
Knox,2019,0.49
Larue,2000,0.68
Larue,2001,0.7
Larue,2002,0.69
Larue,2003,0.68
Larue,2004,0.68
Larue,2005,0.73
Larue,2006,0.74
Larue,2007,0.73
Larue,2008,0.71
Larue,2009,0.69
Larue,2010,0.69
Larue,2011,0.68
Larue,2012,0.73
Larue,2013,0.74
Larue,2014,0.76
Larue,2015,0.77
Larue,2016,0.78
Larue,2017,0.72
Larue,2018,0.68
Larue,2019,0.65
Laurel,2000,0.39
Laurel,2001,0.43
Laurel,2002,0.45
Laurel,2003,0.45
Laurel,2004,0.46
Laurel,2005,0.48
Laurel,2006,0.51
Laurel,2007,0.52
Laurel,2008,0.54
Laurel,2009,0.52
Laurel,2010,0.51
Laurel,2011,0.48
Laurel,2012,0.49
Laurel,2013,0.49
Laurel,2014,0.51
Laurel,2015,0.54
Laurel,2016,0.54
Laurel,2017,0.53
Laurel,2018,0.52
Laurel,2019,0.51
Lawrence,2000,0.39
Lawrence,2001,0.42
Lawrence,2002,0.47
Lawrence,2003,0.52
Lawrence,2004,0.52
Lawrence,2005,0.53
Lawrence,2006,0.57
Lawrence,2007,0.55
Lawrence,2008,0.53
Lawrence,2009,0.52
Lawrence,2010,0.53
Lawrence,2011,0.52
Lawrence,2012,0.5
Lawrence,2013,0.54
Lawrence,2014,0.55
Lawrence,2015,0.57
Lawrence,2016,0.56
Lawrence,2017,0.55
Lawrence,2018,0.58
Lawrence,2019,0.57
Lee,2000,0.47
Lee,2001,0.44
Lee,2002,0.41
Lee,2003,0.43
Lee,2004,0.48
Lee,2005,0.48
Lee,2006,0.44
Lee,2007,0.44
Lee,2008,0.41
Lee,2009,0.38
Lee,2010,0.35
Lee,2011,0.31
Lee,2012,0.27
Lee,2013,0.29
Lee,2014,0.3
Lee,2015,0.27
Lee,2016,0.3
Lee,2017,0.32
Lee,2018,0.35
Lee,2019,0.34
Leslie,2000,0.37
Leslie,2001,0.41
Leslie,2002,0.43
Leslie,2003,0.45
Leslie,2004,0.53
Leslie,2005,0.55
Leslie,2006,0.59
Leslie,2007,0.6
Leslie,2008,0.59
Leslie,2009,0.6
Leslie,2010,0.61
Leslie,2011,0.61
Leslie,2012,0.59
Leslie,2013,0.58
Leslie,2014,0.56
Leslie,2015,0.59
Leslie,2016,0.6
Leslie,2017,0.59
Leslie,2018,0.61
Leslie,2019,0.6
Letcher,2000,0.47
Letcher,2001,0.47
Letcher,2002,0.47
Letcher,2003,0.46
Letcher,2004,0.48
Letcher,2005,0.49
Letcher,2006,0.52
Letcher,2007,0.58
Letcher,2008,0.56
Letcher,2009,0.57
Letcher,2010,0.55
Letcher,2011,0.54
Letcher,2012,0.53
Letcher,2013,0.51
Letcher,2014,0.48
Letcher,2015,0.46
Letcher,2016,0.46
Letcher,2017,0.44
Letcher,2018,0.46
Letcher,2019,0.48
Lewis,2000,0.49
Lewis,2001,0.51
Lewis,2002,0.49
Lewis,2003,0.49
Lewis,2004,0.47
Lewis,2005,0.48
Lewis,2006,0.46
Lewis,2007,0.47
Lewis,2008,0.44
Lewis,2009,0.41
Lewis,2010,0.43
Lewis,2011,0.42
Lewis,2012,0.43
Lewis,2013,0.47
Lewis,2014,0.5
Lewis,2015,0.56
Lewis,2016,0.55
Lewis,2017,0.56
Lewis,2018,0.54
Lewis,2019,0.52
Lincoln,2000,0.61
Lincoln,2001,0.6
Lincoln,2002,0.55
Lincoln,2003,0.55
Lincoln,2004,0.54
Lincoln,2005,0.56
Lincoln,2006,0.56
Lincoln,2007,0.57
Lincoln,2008,0.58
Lincoln,2009,0.58
Lincoln,2010,0.59
Lincoln,2011,0.56
Lincoln,2012,0.55
Lincoln,2013,0.51
Lincoln,2014,0.52
Lincoln,2015,0.52
Lincoln,2016,0.5
Lincoln,2017,0.49
Lincoln,2018,0.48
Lincoln,2019,0.5
Livingston,2000,0.67
Livingston,2001,0.67
Livingston,2002,0.65
Livingston,2003,0.69
Livingston,2004,0.63
Livingston,2005,0.64
Livingston,2006,0.68
Livingston,2007,0.73
Livingston,2008,0.75
Livingston,2009,0.72
Livingston,2010,0.71
Livingston,2011,0.66
Livingston,2012,0.65
Livingston,2013,0.71
Livingston,2014,0.69
Livingston,2015,0.67
Livingston,2016,0.68
Livingston,2017,0.71
Livingston,2018,0.7
Livingston,2019,0.66
Logan,2000,0.61
Logan,2001,0.61
Logan,2002,0.56
Logan,2003,0.59
Logan,2004,0.58
Logan,2005,0.58
Logan,2006,0.61
Logan,2007,0.63
Logan,2008,0.63
Logan,2009,0.61
Logan,2010,0.62
Logan,2011,0.62
Logan,2012,0.6
Logan,2013,0.61
Logan,2014,0.62
Logan,2015,0.62
Logan,2016,0.62
Logan,2017,0.63
Logan,2018,0.61
Logan,2019,0.62
Lyon,2000,0.6
Lyon,2001,0.61
Lyon,2002,0.61
Lyon,2003,0.64
Lyon,2004,0.61
Lyon,2005,0.52
Lyon,2006,0.52
Lyon,2007,0.59
Lyon,2008,0.54
Lyon,2009,0.65
Lyon,2010,0.72
Lyon,2011,0.71
Lyon,2012,0.69
Lyon,2013,0.68
Lyon,2014,0.7
Lyon,2015,0.67
Lyon,2016,0.61
Lyon,2017,0.65
Lyon,2018,0.62
Lyon,2019,0.66
McCracken,2000,0.4
McCracken,2001,0.43
McCracken,2002,0.43
McCracken,2003,0.46
McCracken,2004,0.48
McCracken,2005,0.48
McCracken,2006,0.52
McCracken,2007,0.53
McCracken,2008,0.54
McCracken,2009,0.55
McCracken,2010,0.56
McCracken,2011,0.58
McCracken,2012,0.59
McCracken,2013,0.61
McCracken,2014,0.62
McCracken,2015,0.63
McCracken,2016,0.62
McCracken,2017,0.6
McCracken,2018,0.59
McCracken,2019,0.59
McCreary,2000,0.42
McCreary,2001,0.42
McCreary,2002,0.41
McCreary,2003,0.43
McCreary,2004,0.43
McCreary,2005,0.42
McCreary,2006,0.42
McCreary,2007,0.43
McCreary,2008,0.42
McCreary,2009,0.42
McCreary,2010,0.45
McCreary,2011,0.46
McCreary,2012,0.46
McCreary,2013,0.48
McCreary,2014,0.47
McCreary,2015,0.5
McCreary,2016,0.51
McCreary,2017,0.51
McCreary,2018,0.49
McCreary,2019,0.48
McLean,2000,0.69
McLean,2001,0.67
McLean,2002,0.64
McLean,2003,0.64
McLean,2004,0.63
McLean,2005,0.62
McLean,2006,0.67
McLean,2007,0.68
McLean,2008,0.71
McLean,2009,0.7
McLean,2010,0.72
McLean,2011,0.72
McLean,2012,0.71
McLean,2013,0.72
McLean,2014,0.72
McLean,2015,0.74
McLean,2016,0.73
McLean,2017,0.71
McLean,2018,0.65
McLean,2019,0.69
Madison,2000,0.5
Madison,2001,0.51
Madison,2002,0.49
Madison,2003,0.51
Madison,2004,0.51
Madison,2005,0.53
Madison,2006,0.55
Madison,2007,0.55
Madison,2008,0.58
Madison,2009,0.58
Madison,2010,0.58
Madison,2011,0.57
Madison,2012,0.54
Madison,2013,0.53
Madison,2014,0.53
Madison,2015,0.55
Madison,2016,0.58
Madison,2017,0.6
Madison,2018,0.6
Madison,2019,0.6
Magoffin,2000,0.27
Magoffin,2001,0.35
Magoffin,2002,0.36
Magoffin,2003,0.38
Magoffin,2004,0.46
Magoffin,2005,0.5
Magoffin,2006,0.54
Magoffin,2007,0.5
Magoffin,2008,0.49
Magoffin,2009,0.49
Magoffin,2010,0.45
Magoffin,2011,0.45
Magoffin,2012,0.46
Magoffin,2013,0.47
Magoffin,2014,0.46
Magoffin,2015,0.47
Magoffin,2016,0.52
Magoffin,2017,0.56
Magoffin,2018,0.55
Magoffin,2019,0.57
Marion,2000,0.56
Marion,2001,0.59
Marion,2002,0.56
Marion,2003,0.53
Marion,2004,0.55
Marion,2005,0.52
Marion,2006,0.54
Marion,2007,0.52
Marion,2008,0.55
Marion,2009,0.51
Marion,2010,0.55
Marion,2011,0.57
Marion,2012,0.58
Marion,2013,0.61
Marion,2014,0.61
Marion,2015,0.62
Marion,2016,0.62
Marion,2017,0.56
Marion,2018,0.58
Marion,2019,0.58
Marshall,2000,0.51
Marshall,2001,0.61
Marshall,2002,0.57
Marshall,2003,0.53
Marshall,2004,0.54
Marshall,2005,0.53
Marshall,2006,0.54
Marshall,2007,0.57
Marshall,2008,0.6
Marshall,2009,0.58
Marshall,2010,0.57
Marshall,2011,0.57
Marshall,2012,0.56
Marshall,2013,0.55
Marshall,2014,0.55
Marshall,2015,0.56
Marshall,2016,0.57
Marshall,2017,0.58
Marshall,2018,0.57
Marshall,2019,0.57
Martin,2000,0.41
Martin,2001,0.44
Martin,2002,0.41
Martin,2003,0.43
Martin,2004,0.47
Martin,2005,0.48
Martin,2006,0.55
Martin,2007,0.54
Martin,2008,0.53
Martin,2009,0.54
Martin,2010,0.56
Martin,2011,0.56
Martin,2012,0.55
Martin,2013,0.58
Martin,2014,0.59
Martin,2015,0.62
Martin,2016,0.62
Martin,2017,0.63
Martin,2018,0.63
Martin,2019,0.64
Mason,2000,0.54
Mason,2001,0.55
Mason,2002,0.55
Mason,2003,0.54
Mason,2004,0.55
Mason,2005,0.56
Mason,2006,0.57
Mason,2007,0.56
Mason,2008,0.56
Mason,2009,0.56
Mason,2010,0.59
Mason,2011,0.59
Mason,2012,0.6
Mason,2013,0.62
Mason,2014,0.63
Mason,2015,0.63
Mason,2016,0.64
Mason,2017,0.64
Mason,2018,0.63
Mason,2019,0.64
Meade,2000,0.58
Meade,2001,0.56
Meade,2002,0.53
Meade,2003,0.55
Meade,2004,0.57
Meade,2005,0.61
Meade,2006,0.63
Meade,2007,0.65
Meade,2008,0.64
Meade,2009,0.65
Meade,2010,0.68
Meade,2011,0.68
Meade,2012,0.67
Meade,2013,0.65
Meade,2014,0.66
Meade,2015,0.67
Meade,2016,0.69
Meade,2017,0.65
Meade,2018,0.64
Meade,2019,0.64
Menifee,2000,0.53
Menifee,2001,0.56
Menifee,2002,0.59
Menifee,2003,0.56
Menifee,2004,0.57
Menifee,2005,0.58
Menifee,2006,0.6
Menifee,2007,0.57
Menifee,2008,0.57
Menifee,2009,0.58
Menifee,2010,0.53
Menifee,2011,0.55
Menifee,2012,0.54
Menifee,2013,0.55
Menifee,2014,0.59
Menifee,2015,0.59
Menifee,2016,0.62
Menifee,2017,0.61
Menifee,2018,0.6
Menifee,2019,0.62
Mercer,2000,0.56
Mercer,2001,0.57
Mercer,2002,0.53
Mercer,2003,0.57
Mercer,2004,0.57
Mercer,2005,0.54
Mercer,2006,0.58
Mercer,2007,0.57
Mercer,2008,0.58
Mercer,2009,0.55
Mercer,2010,0.54
Mercer,2011,0.54
Mercer,2012,0.55
Mercer,2013,0.54
Mercer,2014,0.55
Mercer,2015,0.56
Mercer,2016,0.56
Mercer,2017,0.55
Mercer,2018,0.56
Mercer,2019,0.57
Metcalfe,2000,0.45
Metcalfe,2001,0.51
Metcalfe,2002,0.53
Metcalfe,2003,0.54
Metcalfe,2004,0.49
Metcalfe,2005,0.45
Metcalfe,2006,0.52
Metcalfe,2007,0.59
Metcalfe,2008,0.63
Metcalfe,2009,0.61
Metcalfe,2010,0.63
Metcalfe,2011,0.62
Metcalfe,2012,0.59
Metcalfe,2013,0.58
Metcalfe,2014,0.59
Metcalfe,2015,0.61
Metcalfe,2016,0.62
Metcalfe,2017,0.63
Metcalfe,2018,0.61
Metcalfe,2019,0.62
Monroe,2000,0.44
Monroe,2001,0.45
Monroe,2002,0.43
Monroe,2003,0.43
Monroe,2004,0.52
Monroe,2005,0.53
Monroe,2006,0.54
Monroe,2007,0.55
Monroe,2008,0.57
Monroe,2009,0.56
Monroe,2010,0.55
Monroe,2011,0.58
Monroe,2012,0.58
Monroe,2013,0.55
Monroe,2014,0.56
Monroe,2015,0.6
Monroe,2016,0.6
Monroe,2017,0.63
Monroe,2018,0.62
Monroe,2019,0.56
Montgomery,2000,0.63
Montgomery,2001,0.61
Montgomery,2002,0.55
Montgomery,2003,0.56
Montgomery,2004,0.55
Montgomery,2005,0.54
Montgomery,2006,0.55
Montgomery,2007,0.54
Montgomery,2008,0.53
Montgomery,2009,0.53
Montgomery,2010,0.56
Montgomery,2011,0.53
Montgomery,2012,0.53
Montgomery,2013,0.53
Montgomery,2014,0.55
Montgomery,2015,0.57
Montgomery,2016,0.56
Montgomery,2017,0.58
Montgomery,2018,0.59
Montgomery,2019,0.59
Morgan,2000,0.56
Morgan,2001,0.59
Morgan,2002,0.54
Morgan,2003,0.57
Morgan,2004,0.59
Morgan,2005,0.58
Morgan,2006,0.6
Morgan,2007,0.65
Morgan,2008,0.69
Morgan,2009,0.73
Morgan,2010,0.74
Morgan,2011,0.72
Morgan,2012,0.72
Morgan,2013,0.73
Morgan,2014,0.72
Morgan,2015,0.75
Morgan,2016,0.78
Morgan,2017,0.77
Morgan,2018,0.74
Morgan,2019,0.69
Muhlenberg,2000,0.45
Muhlenberg,2001,0.48
Muhlenberg,2002,0.46
Muhlenberg,2003,0.49
Muhlenberg,2004,0.48
Muhlenberg,2005,0.48
Muhlenberg,2006,0.51
Muhlenberg,2007,0.52
Muhlenberg,2008,0.55
Muhlenberg,2009,0.57
Muhlenberg,2010,0.55
Muhlenberg,2011,0.58
Muhlenberg,2012,0.58
Muhlenberg,2013,0.57
Muhlenberg,2014,0.57
Muhlenberg,2015,0.56
Muhlenberg,2016,0.54
Muhlenberg,2017,0.55
Muhlenberg,2018,0.58
Muhlenberg,2019,0.58
Nelson,2000,0.62
Nelson,2001,0.64
Nelson,2002,0.63
Nelson,2003,0.64
Nelson,2004,0.61
Nelson,2005,0.61
Nelson,2006,0.62
Nelson,2007,0.62
Nelson,2008,0.6
Nelson,2009,0.59
Nelson,2010,0.59
Nelson,2011,0.6
Nelson,2012,0.61
Nelson,2013,0.6
Nelson,2014,0.6
Nelson,2015,0.61
Nelson,2016,0.63
Nelson,2017,0.62
Nelson,2018,0.61
Nelson,2019,0.62
Nicholas,2000,0.68
Nicholas,2001,0.64
Nicholas,2002,0.59
Nicholas,2003,0.64
Nicholas,2004,0.64
Nicholas,2005,0.6
Nicholas,2006,0.64
Nicholas,2007,0.62
Nicholas,2008,0.58
Nicholas,2009,0.57
Nicholas,2010,0.57
Nicholas,2011,0.56
Nicholas,2012,0.55
Nicholas,2013,0.58
Nicholas,2014,0.61
Nicholas,2015,0.63
Nicholas,2016,0.64
Nicholas,2017,0.63
Nicholas,2018,0.63
Nicholas,2019,0.66
Ohio,2000,0.57
Ohio,2001,0.6
Ohio,2002,0.56
Ohio,2003,0.56
Ohio,2004,0.51
Ohio,2005,0.5
Ohio,2006,0.54
Ohio,2007,0.6
Ohio,2008,0.59
Ohio,2009,0.63
Ohio,2010,0.64
Ohio,2011,0.63
Ohio,2012,0.62
Ohio,2013,0.64
Ohio,2014,0.66
Ohio,2015,0.64
Ohio,2016,0.64
Ohio,2017,0.63
Ohio,2018,0.62
Ohio,2019,0.63
Oldham,2000,0.65
Oldham,2001,0.67
Oldham,2002,0.67
Oldham,2003,0.71
Oldham,2004,0.73
Oldham,2005,0.69
Oldham,2006,0.71
Oldham,2007,0.7
Oldham,2008,0.7
Oldham,2009,0.67
Oldham,2010,0.66
Oldham,2011,0.68
Oldham,2012,0.69
Oldham,2013,0.7
Oldham,2014,0.69
Oldham,2015,0.72
Oldham,2016,0.74
Oldham,2017,0.73
Oldham,2018,0.72
Oldham,2019,0.7
Owen,2000,0.62
Owen,2001,0.62
Owen,2002,0.61
Owen,2003,0.67
Owen,2004,0.69
Owen,2005,0.66
Owen,2006,0.68
Owen,2007,0.64
Owen,2008,0.63
Owen,2009,0.64
Owen,2010,0.64
Owen,2011,0.59
Owen,2012,0.58
Owen,2013,0.58
Owen,2014,0.6
Owen,2015,0.61
Owen,2016,0.6
Owen,2017,0.61
Owen,2018,0.6
Owen,2019,0.6
Owsley,2000,0.21
Owsley,2001,0.23
Owsley,2002,0.29
Owsley,2003,0.31
Owsley,2004,0.32
Owsley,2005,0.3
Owsley,2006,0.3
Owsley,2007,0.35
Owsley,2008,0.36
Owsley,2009,0.33
Owsley,2010,0.32
Owsley,2011,0.39
Owsley,2012,0.39
Owsley,2013,0.37
Owsley,2014,0.33
Owsley,2015,0.36
Owsley,2016,0.34
Owsley,2017,0.33
Owsley,2018,0.39
Owsley,2019,0.42
Pendleton,2000,0.62
Pendleton,2001,0.63
Pendleton,2002,0.63
Pendleton,2003,0.66
Pendleton,2004,0.67
Pendleton,2005,0.66
Pendleton,2006,0.67
Pendleton,2007,0.68
Pendleton,2008,0.68
Pendleton,2009,0.67
Pendleton,2010,0.66
Pendleton,2011,0.66
Pendleton,2012,0.64
Pendleton,2013,0.62
Pendleton,2014,0.63
Pendleton,2015,0.6
Pendleton,2016,0.6
Pendleton,2017,0.61
Pendleton,2018,0.6
Pendleton,2019,0.59
Perry,2000,0.37
Perry,2001,0.43
Perry,2002,0.37
Perry,2003,0.52
Perry,2004,0.55
Perry,2005,0.56
Perry,2006,0.58
Perry,2007,0.59
Perry,2008,0.57
Perry,2009,0.56
Perry,2010,0.59
Perry,2011,0.59
Perry,2012,0.57
Perry,2013,0.54
Perry,2014,0.51
Perry,2015,0.51
Perry,2016,0.49
Perry,2017,0.48
Perry,2018,0.48
Perry,2019,0.49
Pike,2000,0.44
Pike,2001,0.48
Pike,2002,0.49
Pike,2003,0.5
Pike,2004,0.49
Pike,2005,0.48
Pike,2006,0.49
Pike,2007,0.52
Pike,2008,0.52
Pike,2009,0.53
Pike,2010,0.52
Pike,2011,0.52
Pike,2012,0.5
Pike,2013,0.49
Pike,2014,0.47
Pike,2015,0.47
Pike,2016,0.47
Pike,2017,0.48
Pike,2018,0.5
Pike,2019,0.51
Powell,2000,0.61
Powell,2001,0.6
Powell,2002,0.57
Powell,2003,0.55
Powell,2004,0.55
Powell,2005,0.59
Powell,2006,0.58
Powell,2007,0.57
Powell,2008,0.57
Powell,2009,0.56
Powell,2010,0.53
Powell,2011,0.51
Powell,2012,0.48
Powell,2013,0.49
Powell,2014,0.51
Powell,2015,0.53
Powell,2016,0.52
Powell,2017,0.51
Powell,2018,0.52
Powell,2019,0.54
Pulaski,2000,0.6
Pulaski,2001,0.58
Pulaski,2002,0.58
Pulaski,2003,0.57
Pulaski,2004,0.56
Pulaski,2005,0.56
Pulaski,2006,0.58
Pulaski,2007,0.6
Pulaski,2008,0.59
Pulaski,2009,0.59
Pulaski,2010,0.58
Pulaski,2011,0.54
Pulaski,2012,0.52
Pulaski,2013,0.54
Pulaski,2014,0.56
Pulaski,2015,0.57
Pulaski,2016,0.58
Pulaski,2017,0.59
Pulaski,2018,0.6
Pulaski,2019,0.59
Robertson,2000,0.62
Robertson,2001,0.5
Robertson,2002,0.49
Robertson,2003,0.53
Robertson,2004,0.52
Robertson,2005,0.53
Robertson,2006,0.61
Robertson,2007,0.57
Robertson,2008,0.64
Robertson,2009,0.66
Robertson,2010,0.65
Robertson,2011,0.54
Robertson,2012,0.64
Robertson,2013,0.68
Robertson,2014,0.66
Robertson,2015,0.67
Robertson,2016,0.66
Robertson,2017,0.66
Robertson,2018,0.69
Robertson,2019,0.64
Rockcastle,2000,0.53
Rockcastle,2001,0.5
Rockcastle,2002,0.48
Rockcastle,2003,0.5
Rockcastle,2004,0.5
Rockcastle,2005,0.53
Rockcastle,2006,0.57
Rockcastle,2007,0.54
Rockcastle,2008,0.54
Rockcastle,2009,0.54
Rockcastle,2010,0.55
Rockcastle,2011,0.53
Rockcastle,2012,0.51
Rockcastle,2013,0.51
Rockcastle,2014,0.53
Rockcastle,2015,0.52
Rockcastle,2016,0.52
Rockcastle,2017,0.52
Rockcastle,2018,0.54
Rockcastle,2019,0.57
Rowan,2000,0.5
Rowan,2001,0.51
Rowan,2002,0.54
Rowan,2003,0.6
Rowan,2004,0.63
Rowan,2005,0.62
Rowan,2006,0.64
Rowan,2007,0.62
Rowan,2008,0.58
Rowan,2009,0.61
Rowan,2010,0.59
Rowan,2011,0.59
Rowan,2012,0.6
Rowan,2013,0.61
Rowan,2014,0.6
Rowan,2015,0.61
Rowan,2016,0.57
Rowan,2017,0.58
Rowan,2018,0.59
Rowan,2019,0.57
Russell,2000,0.55
Russell,2001,0.56
Russell,2002,0.54
Russell,2003,0.57
Russell,2004,0.57
Russell,2005,0.58
Russell,2006,0.57
Russell,2007,0.55
Russell,2008,0.56
Russell,2009,0.56
Russell,2010,0.57
Russell,2011,0.56
Russell,2012,0.57
Russell,2013,0.58
Russell,2014,0.6
Russell,2015,0.62
Russell,2016,0.64
Russell,2017,0.65
Russell,2018,0.63
Russell,2019,0.62
Scott,2000,0.57
Scott,2001,0.56
Scott,2002,0.53
Scott,2003,0.52
Scott,2004,0.54
Scott,2005,0.56
Scott,2006,0.6
Scott,2007,0.58
Scott,2008,0.59
Scott,2009,0.58
Scott,2010,0.57
Scott,2011,0.57
Scott,2012,0.57
Scott,2013,0.58
Scott,2014,0.58
Scott,2015,0.59
Scott,2016,0.6
Scott,2017,0.6
Scott,2018,0.61
Scott,2019,0.6
Shelby,2000,0.57
Shelby,2001,0.57
Shelby,2002,0.55
Shelby,2003,0.58
Shelby,2004,0.61
Shelby,2005,0.6
Shelby,2006,0.6
Shelby,2007,0.61
Shelby,2008,0.6
Shelby,2009,0.59
Shelby,2010,0.61
Shelby,2011,0.59
Shelby,2012,0.6
Shelby,2013,0.62
Shelby,2014,0.64
Shelby,2015,0.66
Shelby,2016,0.66
Shelby,2017,0.65
Shelby,2018,0.63
Shelby,2019,0.64
Simpson,2000,0.57
Simpson,2001,0.57
Simpson,2002,0.57
Simpson,2003,0.57
Simpson,2004,0.56
Simpson,2005,0.57
Simpson,2006,0.59
Simpson,2007,0.59
Simpson,2008,0.59
Simpson,2009,0.59
Simpson,2010,0.6
Simpson,2011,0.64
Simpson,2012,0.65
Simpson,2013,0.65
Simpson,2014,0.63
Simpson,2015,0.66
Simpson,2016,0.65
Simpson,2017,0.66
Simpson,2018,0.62
Simpson,2019,0.62
Spencer,2000,0.49
Spencer,2001,0.56
Spencer,2002,0.51
Spencer,2003,0.55
Spencer,2004,0.56
Spencer,2005,0.57
Spencer,2006,0.57
Spencer,2007,0.59
Spencer,2008,0.62
Spencer,2009,0.59
Spencer,2010,0.62
Spencer,2011,0.65
Spencer,2012,0.62
Spencer,2013,0.66
Spencer,2014,0.64
Spencer,2015,0.61
Spencer,2016,0.61
Spencer,2017,0.61
Spencer,2018,0.61
Spencer,2019,0.63
Taylor,2000,0.51
Taylor,2001,0.51
Taylor,2002,0.53
Taylor,2003,0.56
Taylor,2004,0.58
Taylor,2005,0.57
Taylor,2006,0.61
Taylor,2007,0.61
Taylor,2008,0.6
Taylor,2009,0.58
Taylor,2010,0.6
Taylor,2011,0.65
Taylor,2012,0.65
Taylor,2013,0.63
Taylor,2014,0.63
Taylor,2015,0.62
Taylor,2016,0.62
Taylor,2017,0.61
Taylor,2018,0.61
Taylor,2019,0.6
Todd,2000,0.49
Todd,2001,0.54
Todd,2002,0.56
Todd,2003,0.56
Todd,2004,0.58
Todd,2005,0.58
Todd,2006,0.56
Todd,2007,0.56
Todd,2008,0.54
Todd,2009,0.51
Todd,2010,0.5
Todd,2011,0.52
Todd,2012,0.54
Todd,2013,0.54
Todd,2014,0.56
Todd,2015,0.57
Todd,2016,0.57
Todd,2017,0.58
Todd,2018,0.6
Todd,2019,0.6
Trigg,2000,0.63
Trigg,2001,0.63
Trigg,2002,0.58
Trigg,2003,0.64
Trigg,2004,0.63
Trigg,2005,0.61
Trigg,2006,0.63
Trigg,2007,0.64
Trigg,2008,0.66
Trigg,2009,0.66
Trigg,2010,0.65
Trigg,2011,0.66
Trigg,2012,0.67
Trigg,2013,0.66
Trigg,2014,0.66
Trigg,2015,0.68
Trigg,2016,0.68
Trigg,2017,0.64
Trigg,2018,0.63
Trigg,2019,0.64
Trimble,2000,0.58
Trimble,2001,0.58
Trimble,2002,0.57
Trimble,2003,0.59
Trimble,2004,0.61
Trimble,2005,0.63
Trimble,2006,0.64
Trimble,2007,0.61
Trimble,2008,0.58
Trimble,2009,0.62
Trimble,2010,0.62
Trimble,2011,0.59
Trimble,2012,0.62
Trimble,2013,0.65
Trimble,2014,0.69
Trimble,2015,0.71
Trimble,2016,0.69
Trimble,2017,0.66
Trimble,2018,0.65
Trimble,2019,0.67
Union,2000,0.59
Union,2001,0.64
Union,2002,0.6
Union,2003,0.63
Union,2004,0.64
Union,2005,0.64
Union,2006,0.63
Union,2007,0.65
Union,2008,0.65
Union,2009,0.63
Union,2010,0.64
Union,2011,0.66
Union,2012,0.65
Union,2013,0.65
Union,2014,0.68
Union,2015,0.69
Union,2016,0.68
Union,2017,0.65
Union,2018,0.66
Union,2019,0.66
Warren,2000,0.45
Warren,2001,0.48
Warren,2002,0.47
Warren,2003,0.5
Warren,2004,0.51
Warren,2005,0.51
Warren,2006,0.55
Warren,2007,0.6
Warren,2008,0.62
Warren,2009,0.63
Warren,2010,0.66
Warren,2011,0.66
Warren,2012,0.68
Warren,2013,0.67
Warren,2014,0.69
Warren,2015,0.7
Warren,2016,0.71
Warren,2017,0.7
Warren,2018,0.68
Warren,2019,0.67
Washington,2000,0.64
Washington,2001,0.62
Washington,2002,0.6
Washington,2003,0.68
Washington,2004,0.67
Washington,2005,0.67
Washington,2006,0.69
Washington,2007,0.66
Washington,2008,0.66
Washington,2009,0.65
Washington,2010,0.65
Washington,2011,0.63
Washington,2012,0.61
Washington,2013,0.63
Washington,2014,0.62
Washington,2015,0.62
Washington,2016,0.63
Washington,2017,0.61
Washington,2018,0.6
Washington,2019,0.55
Wayne,2000,0.51
Wayne,2001,0.54
Wayne,2002,0.5
Wayne,2003,0.5
Wayne,2004,0.51
Wayne,2005,0.57
Wayne,2006,0.61
Wayne,2007,0.59
Wayne,2008,0.6
Wayne,2009,0.55
Wayne,2010,0.54
Wayne,2011,0.54
Wayne,2012,0.53
Wayne,2013,0.52
Wayne,2014,0.52
Wayne,2015,0.52
Wayne,2016,0.53
Wayne,2017,0.53
Wayne,2018,0.53
Wayne,2019,0.54
Webster,2000,0.59
Webster,2001,0.57
Webster,2002,0.53
Webster,2003,0.54
Webster,2004,0.53
Webster,2005,0.58
Webster,2006,0.63
Webster,2007,0.63
Webster,2008,0.64
Webster,2009,0.64
Webster,2010,0.65
Webster,2011,0.64
Webster,2012,0.67
Webster,2013,0.67
Webster,2014,0.66
Webster,2015,0.69
Webster,2016,0.66
Webster,2017,0.65
Webster,2018,0.65
Webster,2019,0.67
Whitley,2000,0.39
Whitley,2001,0.4
Whitley,2002,0.39
