Location,TimeFrame,CHILD_POVERTY_PCT
Jackson,1997,42.5
Jackson,1998,32.9
Jackson,1999,32.8
Jackson,2000,37
Jackson,2001,33.9
Jackson,2002,35.6
Jackson,2003,33.2
Jackson,2004,34.5
Jackson,2005,40
Jackson,2006,37.6
Jackson,2007,43
Jackson,2008,36.7
Jackson,2009,41.9
Jackson,2010,40.1
Jackson,2011,42.3
Jackson,2012,43.5
Jackson,2013,42.9
Jackson,2014,36
Jackson,2015,41
Jackson,2016,40.5
Jackson,2017,38.9
Jackson,2018,36.5
Jefferson,1997,19.4
Jefferson,1998,19.6
Jefferson,1999,17.4
Jefferson,2000,18.5
Jefferson,2001,17.3
Jefferson,2002,19
Jefferson,2003,18.9
Jefferson,2004,21
Jefferson,2005,19
Jefferson,2006,21.5
Jefferson,2007,21
Jefferson,2008,21.7
Jefferson,2009,22
Jefferson,2010,24.4
Jefferson,2011,26.6
Jefferson,2012,26
Jefferson,2013,22.3
Jefferson,2014,23.9
Jefferson,2015,22.4
Jefferson,2016,20.9
Jefferson,2017,19.8
Jefferson,2018,22.4
Jessamine,1997,17.8
Jessamine,1998,16.5
Jessamine,1999,16.3
Jessamine,2000,14
Jessamine,2001,16
Jessamine,2002,17.8
Jessamine,2003,18
Jessamine,2004,18.8
Jessamine,2005,18
Jessamine,2006,18.6
Jessamine,2007,19.2
Jessamine,2008,17.9
Jessamine,2009,20.9
Jessamine,2010,23.6
Jessamine,2011,25.3
Jessamine,2012,22.5
Jessamine,2013,21.8
Jessamine,2014,21.6
Jessamine,2015,23.8
Jessamine,2016,21.2
Jessamine,2017,20.3
Jessamine,2018,17
Johnson,1997,34.9
Johnson,1998,30
Johnson,1999,31.4
Johnson,2000,36.1
Johnson,2001,29.7
Johnson,2002,31
Johnson,2003,30.5
Johnson,2004,32.2
Johnson,2005,34
Johnson,2006,34.9
Johnson,2007,32.8
Johnson,2008,34.7
Johnson,2009,32.9
Johnson,2010,32.8
Johnson,2011,35.8
Johnson,2012,32.8
Johnson,2013,32.7
Johnson,2014,31.5
Johnson,2015,34.4
Johnson,2016,31.9
Johnson,2017,29.7
Johnson,2018,29
Kenton,1997,14.5
Kenton,1998,14.3
Kenton,1999,13.6
Kenton,2000,12.4
Kenton,2001,12.6
Kenton,2002,13.9
Kenton,2003,14.7
Kenton,2004,15.6
Kenton,2005,15
Kenton,2006,13.6
Kenton,2007,16.7
Kenton,2008,15.5
Kenton,2009,19.7
Kenton,2010,18.3
Kenton,2011,23.1
Kenton,2012,20.8
Kenton,2013,19.7
Kenton,2014,22.3
Kenton,2015,18.2
Kenton,2016,18.2
Kenton,2017,14.3
Kenton,2018,14.1
Knott,1997,35.9
Knott,1998,29.3
Knott,1999,32.5
Knott,2000,40.2
Knott,2001,31
Knott,2002,33.6
Knott,2003,34.2
Knott,2004,35.4
Knott,2005,40
Knott,2006,40.2
Knott,2007,39.5
Knott,2008,39.4
Knott,2009,32.2
Knott,2010,34.3
Knott,2011,39.3
Knott,2012,38.3
Knott,2013,38.3
Knott,2014,44.1
Knott,2015,46.4
Knott,2016,47
Knott,2017,42
Knott,2018,41.4
Knox,1997,43.1
Knox,1998,37.1
Knox,1999,35.8
Knox,2000,42.5
Knox,2001,38.4
Knox,2002,39.7
Knox,2003,38.3
Knox,2004,39.2
Knox,2005,46
Knox,2006,47.2
Knox,2007,42.3
Knox,2008,45
Knox,2009,47.9
Knox,2010,45.3
Knox,2011,44.9
Knox,2012,43.8
Knox,2013,49.4
Knox,2014,49
Knox,2015,45.2
Knox,2016,46.5
Knox,2017,37.4
Knox,2018,44.5
Larue,1997,22.3
Larue,1998,20.4
Larue,1999,19.7
Larue,2000,19.4
Larue,2001,19.1
Larue,2002,21.4
Larue,2003,20.5
Larue,2004,21.4
Larue,2005,22
Larue,2006,22.4
Larue,2007,22.4
Larue,2008,23.8
Larue,2009,25.9
Larue,2010,29.7
Larue,2011,28.2
Larue,2012,29.5
Larue,2013,27.1
Larue,2014,27.8
Larue,2015,27.7
Larue,2016,27.8
Larue,2017,21.4
Larue,2018,22.2
Laurel,1997,30.2
Laurel,1998,25.5
Laurel,1999,25.8
Laurel,2000,29.4
Laurel,2001,26.4
Laurel,2002,27
Laurel,2003,27.5
Laurel,2004,28.9
Laurel,2005,28
Laurel,2006,27.9
Laurel,2007,30.2
Laurel,2008,27.9
Laurel,2009,31.7
Laurel,2010,33.3
Laurel,2011,33.2
Laurel,2012,29.8
Laurel,2013,31.4
Laurel,2014,35
Laurel,2015,33.1
Laurel,2016,31.6
Laurel,2017,30.4
Laurel,2018,29.4
Lawrence,1997,36.5
Lawrence,1998,30.9
Lawrence,1999,32.7
Lawrence,2000,40.6
Lawrence,2001,30
Lawrence,2002,32.2
Lawrence,2003,32.4
Lawrence,2004,34.7
Lawrence,2005,48
Lawrence,2006,35.6
Lawrence,2007,34.6
Lawrence,2008,35.5
Lawrence,2009,41.8
Lawrence,2010,29.9
Lawrence,2011,34.6
Lawrence,2012,32.8
Lawrence,2013,32.2
Lawrence,2014,33.1
Lawrence,2015,34.3
Lawrence,2016,33.7
Lawrence,2017,38.9
Lawrence,2018,31.1
Lee,1997,47
Lee,1998,36.4
Lee,1999,36.6
Lee,2000,41.8
Lee,2001,36.7
Lee,2002,38.7
Lee,2003,39.4
Lee,2004,39.4
Lee,2005,46
Lee,2006,44.2
Lee,2007,45.9
Lee,2008,46.2
Lee,2009,48.8
Lee,2010,52.2
Lee,2011,48.9
Lee,2012,48.9
Lee,2013,50
Lee,2014,45.1
Lee,2015,50.2
Lee,2016,52.6
Lee,2017,48
Lee,2018,43.7
Leslie,1997,38.3
Leslie,1998,29.5
Leslie,1999,32.6
Leslie,2000,39.3
Leslie,2001,32.3
Leslie,2002,36.5
Leslie,2003,37.4
Leslie,2004,37.9
Leslie,2005,42
Leslie,2006,36.4
Leslie,2007,37.4
Leslie,2008,36.8
Leslie,2009,36.9
Leslie,2010,35.8
Leslie,2011,33.9
Leslie,2012,34.7
Leslie,2013,37.3
Leslie,2014,38.4
Leslie,2015,39.4
Leslie,2016,38.9
Leslie,2017,37.3
Leslie,2018,38.8
Letcher,1997,33.6
Letcher,1998,28.1
Letcher,1999,31.4
Letcher,2000,36.2
Letcher,2001,27.8
Letcher,2002,31.6
Letcher,2003,33.2
Letcher,2004,32.8
Letcher,2005,36
Letcher,2006,36
Letcher,2007,35.3
Letcher,2008,37.3
Letcher,2009,36.5
Letcher,2010,32.6
Letcher,2011,34.9
Letcher,2012,33.4
Letcher,2013,34.4
Letcher,2014,37.1
Letcher,2015,41.9
Letcher,2016,44.7
Letcher,2017,38.3
Letcher,2018,36
Lewis,1997,36.1
Lewis,1998,32.5
Lewis,1999,32.1
Lewis,2000,36.8
Lewis,2001,32.3
Lewis,2002,36
Lewis,2003,34.8
Lewis,2004,36.7
Lewis,2005,40
Lewis,2006,37.8
Lewis,2007,39
Lewis,2008,38.3
Lewis,2009,41.7
Lewis,2010,39.5
Lewis,2011,48
Lewis,2012,42.7
Lewis,2013,39.3
Lewis,2014,44.9
Lewis,2015,35.6
Lewis,2016,37.5
Lewis,2017,35.3
Lewis,2018,33.1
Lincoln,1997,29.5
Lincoln,1998,24.4
Lincoln,1999,24.4
Lincoln,2000,27.2
Lincoln,2001,25.7
Lincoln,2002,26.1
Lincoln,2003,25.2
Lincoln,2004,26.2
Lincoln,2005,27
Lincoln,2006,27.2
Lincoln,2007,27.7
Lincoln,2008,29.2
Lincoln,2009,33.1
Lincoln,2010,33.9
Lincoln,2011,36.8
Lincoln,2012,35
Lincoln,2013,31.4
Lincoln,2014,35.3
Lincoln,2015,31.4
Lincoln,2016,31.6
Lincoln,2017,28.2
Lincoln,2018,28.7
Livingston,1997,22.8
Livingston,1998,19.9
Livingston,1999,17
Livingston,2000,11.3
Livingston,2001,17.6
Livingston,2002,18.9
Livingston,2003,18.3
Livingston,2004,19.3
Livingston,2005,21
Livingston,2006,19.4
Livingston,2007,20.3
Livingston,2008,19.8
Livingston,2009,23.3
Livingston,2010,23.4
Livingston,2011,25.4
Livingston,2012,23.1
Livingston,2013,22.8
Livingston,2014,23
Livingston,2015,25
Livingston,2016,24.1
Livingston,2017,23.4
Livingston,2018,23.3
Logan,1997,20.7
Logan,1998,20.1
Logan,1999,19.7
Logan,2000,21.3
Logan,2001,21.4
Logan,2002,21.7
Logan,2003,21.6
Logan,2004,22.4
Logan,2005,24
Logan,2006,23.6
Logan,2007,23.3
Logan,2008,23.1
Logan,2009,27.3
Logan,2010,27.5
Logan,2011,30.8
Logan,2012,28.2
Logan,2013,28.1
Logan,2014,25.9
Logan,2015,24.3
Logan,2016,26.2
Logan,2017,24.4
Logan,2018,26.5
Lyon,1997,21.2
Lyon,1998,19.7
Lyon,1999,19.3
Lyon,2000,17.6
Lyon,2001,16.1
Lyon,2002,18.1
Lyon,2003,17.4
Lyon,2004,17.2
Lyon,2005,18
Lyon,2006,19.1
Lyon,2007,18.3
Lyon,2008,19.2
Lyon,2009,22.3
Lyon,2010,20.8
Lyon,2011,22.8
Lyon,2012,23
Lyon,2013,22.8
Lyon,2014,22.7
Lyon,2015,22.4
Lyon,2016,22.8
Lyon,2017,20.2
Lyon,2018,20.1
McCracken,1997,22.5
McCracken,1998,22.1
McCracken,1999,21.2
McCracken,2000,22.1
McCracken,2001,21
McCracken,2002,22
McCracken,2003,22.6
McCracken,2004,24.2
McCracken,2005,25
McCracken,2006,23.7
McCracken,2007,22.4
McCracken,2008,23.4
McCracken,2009,24.6
McCracken,2010,25.6
McCracken,2011,27.2
McCracken,2012,26.6
McCracken,2013,28.7
McCracken,2014,26
McCracken,2015,24.6
McCracken,2016,25.6
McCracken,2017,21.2
McCracken,2018,21.7
McCreary,1997,46.6
McCreary,1998,36
McCreary,1999,37.8
McCreary,2000,41.4
McCreary,2001,39.6
McCreary,2002,42.7
McCreary,2003,40.9
McCreary,2004,41.4
McCreary,2005,54
McCreary,2006,46
McCreary,2007,52.4
McCreary,2008,51.1
McCreary,2009,49.6
McCreary,2010,49.3
McCreary,2011,47.8
McCreary,2012,51.2
McCreary,2013,52.6
McCreary,2014,50.2
McCreary,2015,51.9
McCreary,2016,47.4
McCreary,2017,45.6
McCreary,2018,39.4
McLean,1997,21.8
McLean,1998,19.7
McLean,1999,20.1
McLean,2000,21.2
McLean,2001,18.2
McLean,2002,18.6
McLean,2003,19.8
McLean,2004,20
McLean,2005,22
McLean,2006,22.2
McLean,2007,23.5
McLean,2008,24.7
McLean,2009,23.7
McLean,2010,24.1
McLean,2011,28.7
McLean,2012,24.9
McLean,2013,24.8
McLean,2014,24.4
McLean,2015,26
McLean,2016,23.4
McLean,2017,21.3
McLean,2018,19
Madison,1997,21.2
Madison,1998,19.6
Madison,1999,18.8
Madison,2000,18.2
Madison,2001,17.9
Madison,2002,19.3
Madison,2003,19.2
Madison,2004,20.1
Madison,2005,21
Madison,2006,19.8
Madison,2007,22.6
Madison,2008,17.5
Madison,2009,24.3
Madison,2010,25.1
Madison,2011,24.4
Madison,2012,25
Madison,2013,22.9
Madison,2014,22.9
Madison,2015,20.1
Madison,2016,23.2
Madison,2017,17.6
Madison,2018,17.6
Magoffin,1997,41.9
Magoffin,1998,31
Magoffin,1999,36.8
Magoffin,2000,46
Magoffin,2001,35.4
Magoffin,2002,38.5
Magoffin,2003,38.9
Magoffin,2004,40.4
Magoffin,2005,46
Magoffin,2006,43.7
Magoffin,2007,43.7
Magoffin,2008,46.3
Magoffin,2009,40.1
Magoffin,2010,41.2
Magoffin,2011,41.3
Magoffin,2012,41.1
Magoffin,2013,39.5
Magoffin,2014,41
Magoffin,2015,45.1
Magoffin,2016,42.6
Magoffin,2017,39.3
Magoffin,2018,37.6
Marion,1997,23.1
Marion,1998,22.9
Marion,1999,21.9
Marion,2000,22.3
Marion,2001,19.7
Marion,2002,20.4
Marion,2003,21
Marion,2004,21.9
Marion,2005,24
Marion,2006,23.8
Marion,2007,22.9
Marion,2008,23
Marion,2009,25.3
Marion,2010,25.9
Marion,2011,27.7
Marion,2012,26.2
Marion,2013,26.2
Marion,2014,27.6
Marion,2015,27.6
Marion,2016,26.6
Marion,2017,19.9
Marion,2018,22.3
Marshall,1997,17.2
Marshall,1998,16.9
Marshall,1999,15.8
Marshall,2000,11.9
Marshall,2001,15
Marshall,2002,16.9
Marshall,2003,16.5
Marshall,2004,17
Marshall,2005,17
Marshall,2006,17.8
Marshall,2007,18.4
Marshall,2008,17.5
Marshall,2009,21.3
Marshall,2010,18.5
Marshall,2011,21.2
Marshall,2012,19.6
Marshall,2013,18.9
Marshall,2014,19.2
Marshall,2015,19.5
Marshall,2016,19.2
Marshall,2017,16.9
Marshall,2018,17.6
Martin,1997,39.7
Martin,1998,32.7
Martin,1999,35.3
Martin,2000,45.4
Martin,2001,33.6
Martin,2002,36.3
Martin,2003,37.3
Martin,2004,39.9
Martin,2005,58
Martin,2006,42.3
Martin,2007,45.5
Martin,2008,46.6
Martin,2009,48.2
Martin,2010,42.2
Martin,2011,47
Martin,2012,42.8
Martin,2013,46
Martin,2014,42.9
Martin,2015,45.3
Martin,2016,44
Martin,2017,45.9
Martin,2018,44.1
Mason,1997,26.5
Mason,1998,24.6
Mason,1999,23.4
Mason,2000,23.7
Mason,2001,22.7
Mason,2002,22.9
Mason,2003,22.9
Mason,2004,23.4
Mason,2005,25
Mason,2006,27.1
Mason,2007,28.2
Mason,2008,26.4
Mason,2009,28.6
Mason,2010,33.9
Mason,2011,30.7
Mason,2012,31.8
Mason,2013,31
Mason,2014,30.2
Mason,2015,29.3
Mason,2016,27.8
Mason,2017,26.3
Mason,2018,24.8
Meade,1997,14.4
Meade,1998,11.2
Meade,1999,15.4
Meade,2000,14.1
Meade,2001,14.1
Meade,2002,13.6
Meade,2003,15.1
Meade,2004,16.3
Meade,2005,16
Meade,2006,16.8
Meade,2007,18.4
Meade,2008,17.5
Meade,2009,18.2
Meade,2010,21.5
Meade,2011,22
Meade,2012,24.7
Meade,2013,21.4
Meade,2014,20.9
Meade,2015,20.3
Meade,2016,18
Meade,2017,15.1
Meade,2018,15.7
Menifee,1997,37.8
Menifee,1998,30.4
Menifee,1999,32.9
Menifee,2000,40.8
Menifee,2001,33.4
Menifee,2002,33.5
Menifee,2003,34.1
Menifee,2004,34.2
Menifee,2005,43
Menifee,2006,39.1
Menifee,2007,38.6
Menifee,2008,43
Menifee,2009,44.7
Menifee,2010,43.2
Menifee,2011,47.2
Menifee,2012,47.5
Menifee,2013,46
Menifee,2014,42
Menifee,2015,43.5
Menifee,2016,42.4
Menifee,2017,39.1
Menifee,2018,39.2
Mercer,1997,20.2
Mercer,1998,18.8
Mercer,1999,18.2
Mercer,2000,17.6
Mercer,2001,16.9
Mercer,2002,17
Mercer,2003,18.3
Mercer,2004,19
Mercer,2005,20
Mercer,2006,19.8
Mercer,2007,19.9
Mercer,2008,20.7
Mercer,2009,21.7
Mercer,2010,22.9
Mercer,2011,24.9
Mercer,2012,24.3
Mercer,2013,23.7
Mercer,2014,24.7
Mercer,2015,21.9
Mercer,2016,20.6
Mercer,2017,19.3
Mercer,2018,20.8
Metcalfe,1997,33.3
Metcalfe,1998,25.9
Metcalfe,1999,27.5
Metcalfe,2000,29.4
Metcalfe,2001,31.8
Metcalfe,2002,30.5
Metcalfe,2003,28.6
Metcalfe,2004,29.3
Metcalfe,2005,34
Metcalfe,2006,33.7
Metcalfe,2007,36.9
Metcalfe,2008,35
Metcalfe,2009,38.2
Metcalfe,2010,36.1
Metcalfe,2011,38.4
Metcalfe,2012,39.4
Metcalfe,2013,41.1
Metcalfe,2014,37.5
Metcalfe,2015,38.4
Metcalfe,2016,37.4
Metcalfe,2017,34.7
Metcalfe,2018,37
Monroe,1997,32.6
Monroe,1998,26.1
Monroe,1999,26.6
Monroe,2000,27.5
Monroe,2001,27.3
Monroe,2002,30.7
Monroe,2003,29.7
Monroe,2004,29.4
Monroe,2005,33
Monroe,2006,35.4
Monroe,2007,34.5
Monroe,2008,33.6
Monroe,2009,36.9
Monroe,2010,39.1
Monroe,2011,37.1
Monroe,2012,38.6
Monroe,2013,35.8
Monroe,2014,39.1
Monroe,2015,37.8
Monroe,2016,35
Monroe,2017,33.1
Monroe,2018,34.6
Montgomery,1997,24.5
Montgomery,1998,22
Montgomery,1999,20.8
Montgomery,2000,18.7
Montgomery,2001,21.1
Montgomery,2002,22.4
Montgomery,2003,20.4
Montgomery,2004,20.9
Montgomery,2005,23
Montgomery,2006,22.1
Montgomery,2007,24.8
Montgomery,2008,22.9
Montgomery,2009,27.2
Montgomery,2010,26.6
Montgomery,2011,31.6
Montgomery,2012,32.1
Montgomery,2013,26.1
Montgomery,2014,27.8
Montgomery,2015,29.9
Montgomery,2016,25.5
Montgomery,2017,22.3
Montgomery,2018,21.1
Morgan,1997,41
Morgan,1998,32.7
Morgan,1999,33.6
Morgan,2000,34.9
Morgan,2001,32.9
Morgan,2002,35
Morgan,2003,34.4
Morgan,2004,34.6
Morgan,2005,40
Morgan,2006,36
Morgan,2007,36.8
Morgan,2008,36.7
Morgan,2009,37.8
Morgan,2010,38.8
Morgan,2011,38.8
Morgan,2012,38.1
Morgan,2013,37.5
Morgan,2014,39.7
Morgan,2015,40.9
Morgan,2016,36.2
Morgan,2017,34.4
Morgan,2018,32.2
Muhlenberg,1997,25.4
Muhlenberg,1998,22.8
Muhlenberg,1999,23.3
Muhlenberg,2000,27.1
Muhlenberg,2001,23.9
Muhlenberg,2002,24.7
Muhlenberg,2003,25.4
Muhlenberg,2004,26.7
Muhlenberg,2005,28
Muhlenberg,2006,27.4
Muhlenberg,2007,26.3
Muhlenberg,2008,29.1
Muhlenberg,2009,26.5
Muhlenberg,2010,30
Muhlenberg,2011,30
Muhlenberg,2012,27.2
Muhlenberg,2013,35
Muhlenberg,2014,30
Muhlenberg,2015,26.2
Muhlenberg,2016,26.4
Muhlenberg,2017,24.9
Muhlenberg,2018,22.7
Nelson,1997,16.7
Nelson,1998,16.2
Nelson,1999,16.3
Nelson,2000,15.8
Nelson,2001,14.2
Nelson,2002,15.6
Nelson,2003,16.1
Nelson,2004,17.3
Nelson,2005,17
Nelson,2006,15.8
Nelson,2007,16.4
Nelson,2008,16.4
Nelson,2009,20.9
Nelson,2010,21.5
Nelson,2011,23
Nelson,2012,23.7
Nelson,2013,20
Nelson,2014,19
Nelson,2015,18.8
Nelson,2016,16.4
Nelson,2017,15.1
Nelson,2018,16.4
Nicholas,1997,28.1
Nicholas,1998,21.4
Nicholas,1999,20.4
Nicholas,2000,14.4
Nicholas,2001,20.4
Nicholas,2002,20.9
Nicholas,2003,20.7
Nicholas,2004,20.5
Nicholas,2005,26
Nicholas,2006,22.2
Nicholas,2007,25.9
Nicholas,2008,25
Nicholas,2009,30.3
Nicholas,2010,29.2
Nicholas,2011,30.6
Nicholas,2012,31.2
Nicholas,2013,31.5
Nicholas,2014,29.5
Nicholas,2015,34.3
Nicholas,2016,30.3
Nicholas,2017,27.6
Nicholas,2018,28.2
Ohio,1997,26.5
Ohio,1998,24
Ohio,1999,22.1
Ohio,2000,22.4
Ohio,2001,21.3
Ohio,2002,22.9
Ohio,2003,23.3
Ohio,2004,24.6
Ohio,2005,27
Ohio,2006,25.4
Ohio,2007,29.2
Ohio,2008,27.7
Ohio,2009,26.2
Ohio,2010,29.5
Ohio,2011,32.9
Ohio,2012,28.3
Ohio,2013,26.7
Ohio,2014,28.9
Ohio,2015,27.5
Ohio,2016,29.2
Ohio,2017,23.7
Ohio,2018,25
Oldham,1997,6.5
Oldham,1998,6.8
Oldham,1999,6.9
Oldham,2000,5
Oldham,2001,5.2
Oldham,2002,5.7
Oldham,2003,6.9
Oldham,2004,7.3
Oldham,2005,6
Oldham,2006,6.2
Oldham,2007,6
Oldham,2008,6.1
Oldham,2009,6.8
Oldham,2010,8.5
Oldham,2011,8
Oldham,2012,7.7
Oldham,2013,7.1
Oldham,2014,6.8
Oldham,2015,6.7
Oldham,2016,6
Oldham,2017,4.8
Oldham,2018,5.1
Owen,1997,26.4
Owen,1998,21.3
Owen,1999,21.1
Owen,2000,17.4
Owen,2001,20.5
Owen,2002,21.7
Owen,2003,20.9
Owen,2004,21.6
Owen,2005,23
Owen,2006,23.5
Owen,2007,22.2
Owen,2008,23.1
Owen,2009,24.1
Owen,2010,25.1
Owen,2011,28
Owen,2012,28.1
Owen,2013,27.6
Owen,2014,25.4
Owen,2015,25.4
Owen,2016,25
Owen,2017,20.9
Owen,2018,21.9
Owsley,1997,50
Owsley,1998,36.6
Owsley,1999,44.7
Owsley,2000,56.4
Owsley,2001,46.5
Owsley,2002,45.7
Owsley,2003,47.3
Owsley,2004,48
Owsley,2005,62
Owsley,2006,52.6
Owsley,2007,55
Owsley,2008,52.9
Owsley,2009,56.9
Owsley,2010,54.4
Owsley,2011,57
Owsley,2012,56.8
Owsley,2013,55
Owsley,2014,54.8
Owsley,2015,61.6
Owsley,2016,55.9
Owsley,2017,49.2
Owsley,2018,47.8
Pendleton,1997,19.7
Pendleton,1998,18.3
Pendleton,1999,17.3
Pendleton,2000,14.9
Pendleton,2001,15.5
Pendleton,2002,15.9
Pendleton,2003,16.9
Pendleton,2004,18.8
Pendleton,2005,21
Pendleton,2006,21.3
Pendleton,2007,20.1
Pendleton,2008,21.1
Pendleton,2009,22.2
Pendleton,2010,23
Pendleton,2011,24.6
Pendleton,2012,22.6
Pendleton,2013,23.9
Pendleton,2014,22.7
Pendleton,2015,23.5
Pendleton,2016,21.1
Pendleton,2017,21.7
Pendleton,2018,22.7
Perry,1997,36.7
Perry,1998,30.7
Perry,1999,32.6
Perry,2000,36.9
Perry,2001,31.6
Perry,2002,35.4
Perry,2003,32.8
Perry,2004,34.7
Perry,2005,40
Perry,2006,35.8
Perry,2007,47.2
Perry,2008,35.4
Perry,2009,36.4
Perry,2010,37.9
Perry,2011,32.3
Perry,2012,34.6
Perry,2013,35.2
Perry,2014,35.5
Perry,2015,37.2
Perry,2016,38.8
Perry,2017,33.4
Perry,2018,37
Pike,1997,29.6
Pike,1998,25.2
Pike,1999,27.2
Pike,2000,30.7
Pike,2001,26.2
Pike,2002,29.1
Pike,2003,29.3
Pike,2004,30.6
Pike,2005,31
Pike,2006,27.8
Pike,2007,26.6
Pike,2008,33.1
Pike,2009,31.8
Pike,2010,36.8
Pike,2011,28.4
Pike,2012,30.4
Pike,2013,29
Pike,2014,32.4
Pike,2015,32
Pike,2016,41.6
Pike,2017,35.8
Pike,2018,31.5
Powell,1997,31.1
Powell,1998,26.5
Powell,1999,29.2
Powell,2000,31.4
Powell,2001,31.6
Powell,2002,32.4
Powell,2003,32.3
Powell,2004,34
Powell,2005,36
Powell,2006,35.4
Powell,2007,39.8
Powell,2008,36.4
Powell,2009,43.5
Powell,2010,40.1
Powell,2011,41
Powell,2012,41.9
Powell,2013,40.8
Powell,2014,38.7
Powell,2015,39.3
Powell,2016,40.7
Powell,2017,35
Powell,2018,32.9
Pulaski,1997,27.6
Pulaski,1998,24.6
Pulaski,1999,24.7
Pulaski,2000,27.4
Pulaski,2001,24.1
Pulaski,2002,26
Pulaski,2003,25
Pulaski,2004,26.5
Pulaski,2005,28
Pulaski,2006,25.9
Pulaski,2007,31.6
Pulaski,2008,31.9
Pulaski,2009,28.7
Pulaski,2010,29.4
Pulaski,2011,34.7
Pulaski,2012,31.2
Pulaski,2013,33.3
Pulaski,2014,34.4
Pulaski,2015,31.7
Pulaski,2016,27.3
Pulaski,2017,29.4
Pulaski,2018,26.4
Robertson,1997,29.8
Robertson,1998,21.9
Robertson,1999,24.2
Robertson,2000,31.2
Robertson,2001,22.9
Robertson,2002,24.6
Robertson,2003,24.3
Robertson,2004,25.1
Robertson,2005,30
Robertson,2006,29
Robertson,2007,30.2
Robertson,2008,33
Robertson,2009,33.2
Robertson,2010,33.3
Robertson,2011,34.2
Robertson,2012,35.4
Robertson,2013,35.8
Robertson,2014,35
Robertson,2015,36.7
Robertson,2016,33.7
Robertson,2017,29.2
Robertson,2018,28.9
Rockcastle,1997,32.1
Rockcastle,1998,28.4
Rockcastle,1999,27.4
Rockcastle,2000,28.8
Rockcastle,2001,27.4
Rockcastle,2002,27.9
Rockcastle,2003,27.9
Rockcastle,2004,29.3
Rockcastle,2005,35
Rockcastle,2006,32.7
Rockcastle,2007,34.8
Rockcastle,2008,35.9
Rockcastle,2009,35.7
Rockcastle,2010,35.1
Rockcastle,2011,38.5
Rockcastle,2012,36.5
Rockcastle,2013,36.3
Rockcastle,2014,32.3
Rockcastle,2015,32.4
Rockcastle,2016,32.8
Rockcastle,2017,28.5
Rockcastle,2018,30.2
Rowan,1997,28.1
Rowan,1998,25.4
Rowan,1999,23.8
Rowan,2000,21.5
Rowan,2001,23.7
Rowan,2002,24.6
Rowan,2003,24.3
Rowan,2004,24.9
Rowan,2005,28
Rowan,2006,28
Rowan,2007,28.7
Rowan,2008,28.5
Rowan,2009,31.5
Rowan,2010,32.3
Rowan,2011,32.9
Rowan,2012,32.6
Rowan,2013,31.3
Rowan,2014,29.6
Rowan,2015,32.4
Rowan,2016,28.5
Rowan,2017,26.7
Rowan,2018,23.9
Russell,1997,33.3
Russell,1998,29.2
Russell,1999,29.8
Russell,2000,31
Russell,2001,29.5
Russell,2002,31.1
Russell,2003,29.7
Russell,2004,30.6
Russell,2005,34
Russell,2006,31.8
Russell,2007,32.5
Russell,2008,33
Russell,2009,36.5
Russell,2010,37.4
Russell,2011,34.9
Russell,2012,39.5
Russell,2013,37.9
Russell,2014,37.4
Russell,2015,35.8
Russell,2016,37
Russell,2017,32.1
Russell,2018,30.5
Scott,1997,16.2
Scott,1998,14.4
Scott,1999,13.8
Scott,2000,11.3
Scott,2001,12.2
Scott,2002,13.4
Scott,2003,13.9
Scott,2004,14.3
Scott,2005,13
Scott,2006,14.1
Scott,2007,13.1
Scott,2008,13.7
Scott,2009,18.8
Scott,2010,15.9
Scott,2011,17.5
Scott,2012,15.6
Scott,2013,14.4
Scott,2014,15.5
Scott,2015,18.1
Scott,2016,13.8
Scott,2017,12.7
Scott,2018,10.9
Shelby,1997,14.3
Shelby,1998,14.8
Shelby,1999,13.8
Shelby,2000,13.4
Shelby,2001,12.2
Shelby,2002,12.8
Shelby,2003,13.5
Shelby,2004,14.7
Shelby,2005,14
Shelby,2006,14.3
Shelby,2007,16.8
Shelby,2008,15.7
Shelby,2009,17
Shelby,2010,17.7
Shelby,2011,19
Shelby,2012,18.5
Shelby,2013,18.3
Shelby,2014,17.9
Shelby,2015,17.1
Shelby,2016,15.7
Shelby,2017,13.6
Shelby,2018,13.6
Simpson,1997,17.2
Simpson,1998,16.5
Simpson,1999,15.8
Simpson,2000,14.4
Simpson,2001,16.9
Simpson,2002,18.6
Simpson,2003,19.3
Simpson,2004,19
Simpson,2005,20
Simpson,2006,20
Simpson,2007,20.3
Simpson,2008,20.6
Simpson,2009,23
Simpson,2010,25.2
Simpson,2011,25.9
Simpson,2012,26.8
Simpson,2013,28.5
Simpson,2014,23.7
Simpson,2015,26.2
Simpson,2016,24.6
Simpson,2017,21.3
Simpson,2018,21.5
Spencer,1997,16.6
Spencer,1998,14.9
Spencer,1999,13.2
Spencer,2000,9.4
Spencer,2001,11.1
Spencer,2002,10.7
Spencer,2003,10.7
Spencer,2004,11.7
Spencer,2005,11
Spencer,2006,10.7
Spencer,2007,11
Spencer,2008,11.2
Spencer,2009,13.2
Spencer,2010,12.6
Spencer,2011,13.6
Spencer,2012,14
Spencer,2013,12.2
Spencer,2014,12.5
Spencer,2015,11.9
Spencer,2016,10.7
Spencer,2017,9.2
Spencer,2018,9.7
Taylor,1997,23.9
Taylor,1998,22.6
Taylor,1999,23.8
Taylor,2000,23.7
Taylor,2001,22.6
Taylor,2002,23.6
