Location,TimeFrame,SNAP_CNT
Morgan,2014,1016
Morgan,2015,1033
Morgan,2016,961
Morgan,2017,1028
Morgan,2018,970
Muhlenberg,2000,1202
Muhlenberg,2005,1919
Muhlenberg,2006,1954
Muhlenberg,2007,1922
Muhlenberg,2008,1899
Muhlenberg,2009,2047
Muhlenberg,2010,2215
Muhlenberg,2011,2237
Muhlenberg,2012,2191
Muhlenberg,2013,2291
Muhlenberg,2014,2163
Muhlenberg,2015,2023
Muhlenberg,2016,1912
Muhlenberg,2017,2056
Muhlenberg,2018,1934
Nelson,2000,1259
Nelson,2005,1975
Nelson,2006,2021
Nelson,2007,2049
Nelson,2008,2141
Nelson,2009,2525
Nelson,2010,2732
Nelson,2011,2887
Nelson,2012,2821
Nelson,2013,2820
Nelson,2014,2565
Nelson,2015,2348
Nelson,2016,2067
Nelson,2017,2150
Nelson,2018,1967
Nicholas,2000,328
Nicholas,2005,428
Nicholas,2006,453
Nicholas,2007,465
Nicholas,2008,501
Nicholas,2009,577
Nicholas,2010,586
Nicholas,2011,573
Nicholas,2012,573
Nicholas,2013,612
Nicholas,2014,595
Nicholas,2015,524
Nicholas,2016,505
Nicholas,2017,496
Nicholas,2018,479
Ohio,2000,1155
Ohio,2005,1606
Ohio,2006,1658
Ohio,2007,1676
Ohio,2008,1670
Ohio,2009,1771
Ohio,2010,1899
Ohio,2011,1959
Ohio,2012,1913
Ohio,2013,1966
Ohio,2014,1820
Ohio,2015,1631
Ohio,2016,1578
Ohio,2017,1705
Ohio,2018,1651
Oldham,2000,371
Oldham,2005,840
Oldham,2006,945
Oldham,2007,971
Oldham,2008,936
Oldham,2009,1072
Oldham,2010,1190
Oldham,2011,1263
Oldham,2012,1225
Oldham,2013,1117
Oldham,2014,975
Oldham,2015,911
Oldham,2016,881
Oldham,2017,872
Oldham,2018,749
Owen,2000,444
Owen,2005,682
Owen,2006,688
Owen,2007,646
Owen,2008,655
Owen,2009,712
Owen,2010,853
Owen,2011,823
Owen,2012,813
Owen,2013,815
Owen,2014,758
Owen,2015,645
Owen,2016,630
Owen,2017,707
Owen,2018,653
Owsley,2000,671
Owsley,2005,664
Owsley,2006,662
Owsley,2007,631
Owsley,2008,609
Owsley,2009,613
Owsley,2010,671
Owsley,2011,656
Owsley,2012,643
Owsley,2013,632
Owsley,2014,607
Owsley,2015,586
Owsley,2016,541
Owsley,2017,572
Owsley,2018,564
Pendleton,2000,547
Pendleton,2005,798
Pendleton,2006,845
Pendleton,2007,851
Pendleton,2008,880
Pendleton,2009,974
Pendleton,2010,1061
Pendleton,2011,1097
Pendleton,2012,1104
Pendleton,2013,1104
Pendleton,2014,962
Pendleton,2015,838
Pendleton,2016,825
Pendleton,2017,876
Pendleton,2018,834
Perry,2000,2960
Perry,2005,2763
Perry,2006,2748
Perry,2007,2796
Perry,2008,2698
Perry,2009,2763
Perry,2010,2854
Perry,2011,2909
Perry,2012,3046
Perry,2013,3116
Perry,2014,3020
Perry,2015,2977
Perry,2016,2892
Perry,2017,3122
Perry,2018,2926
Pike,2000,4852
Pike,2005,5146
Pike,2006,5067
Pike,2007,4993
Pike,2008,4688
Pike,2009,4986
Pike,2010,5205
Pike,2011,5208
Pike,2012,5385
Pike,2013,5564
Pike,2014,5271
Pike,2015,5123
Pike,2016,4936
Pike,2017,5107
Pike,2018,4858
Powell,2000,1014
Powell,2005,1337
Powell,2006,1321
Powell,2007,1328
Powell,2008,1335
Powell,2009,1415
Powell,2010,1445
Powell,2011,1468
Powell,2012,1485
Powell,2013,1481
Powell,2014,1452
Powell,2015,1394
Powell,2016,1300
Powell,2017,1396
Powell,2018,1256
Pulaski,2000,2611
Pulaski,2005,3809
Pulaski,2006,3934
Pulaski,2007,4056
Pulaski,2008,4115
Pulaski,2009,4535
Pulaski,2010,4848
Pulaski,2011,5133
Pulaski,2012,5194
Pulaski,2013,5283
Pulaski,2014,4932
Pulaski,2015,4708
Pulaski,2016,4385
Pulaski,2017,4641
Pulaski,2018,4494
Robertson,2000,110
Robertson,2005,142
Robertson,2006,127
Robertson,2007,132
Robertson,2008,148
Robertson,2009,147
Robertson,2010,173
Robertson,2011,186
Robertson,2012,183
Robertson,2013,171
Robertson,2014,161
Robertson,2015,150
Robertson,2016,144
Robertson,2017,149
Robertson,2018,137
Rockcastle,2000,949
Rockcastle,2005,1230
Rockcastle,2006,1295
Rockcastle,2007,1319
Rockcastle,2008,1326
Rockcastle,2009,1463
Rockcastle,2010,1511
Rockcastle,2011,1547
Rockcastle,2012,1498
Rockcastle,2013,1420
Rockcastle,2014,1343
Rockcastle,2015,1251
Rockcastle,2016,1137
Rockcastle,2017,1240
Rockcastle,2018,1170
Rowan,2000,928
Rowan,2005,1291
Rowan,2006,1342
Rowan,2007,1363
Rowan,2008,1328
Rowan,2009,1496
Rowan,2010,1645
Rowan,2011,1655
Rowan,2012,1687
Rowan,2013,1743
Rowan,2014,1705
Rowan,2015,1527
Rowan,2016,1415
Rowan,2017,1511
Rowan,2018,1528
Russell,2000,940
Russell,2005,1246
Russell,2006,1255
Russell,2007,1265
Russell,2008,1328
Russell,2009,1505
Russell,2010,1584
Russell,2011,1605
Russell,2012,1650
Russell,2013,1709
Russell,2014,1615
Russell,2015,1597
Russell,2016,1440
Russell,2017,1513
Russell,2018,1486
Scott,2000,936
Scott,2005,1771
Scott,2006,1826
Scott,2007,2029
Scott,2008,2142
Scott,2009,2434
Scott,2010,2744
Scott,2011,2841
Scott,2012,2912
Scott,2013,2835
Scott,2014,2571
Scott,2015,2399
Scott,2016,2185
Scott,2017,2413
Scott,2018,2317
Shelby,2000,559
Shelby,2005,1529
Shelby,2006,1677
Shelby,2007,1790
Shelby,2008,1851
Shelby,2009,2124
Shelby,2010,2366
Shelby,2011,2496
Shelby,2012,2547
Shelby,2013,2542
Shelby,2014,2265
Shelby,2015,1952
Shelby,2016,1691
Shelby,2017,1715
Shelby,2018,1562
Simpson,2000,378
Simpson,2005,940
Simpson,2006,967
Simpson,2007,940
Simpson,2008,880
Simpson,2009,1109
Simpson,2010,1259
Simpson,2011,1303
Simpson,2012,1222
Simpson,2013,1169
Simpson,2014,1130
Simpson,2015,1075
Simpson,2016,953
Simpson,2017,1013
Simpson,2018,1017
Spencer,2000,223
Spencer,2005,447
Spencer,2006,453
Spencer,2007,492
Spencer,2008,533
Spencer,2009,606
Spencer,2010,716
Spencer,2011,747
Spencer,2012,732
Spencer,2013,727
Spencer,2014,666
Spencer,2015,615
Spencer,2016,482
Spencer,2017,449
Spencer,2018,422
Taylor,2000,900
Taylor,2005,1253
Taylor,2006,1227
Taylor,2007,1277
Taylor,2008,1388
Taylor,2009,1598
Taylor,2010,1776
Taylor,2011,1890
Taylor,2012,1923
Taylor,2013,1934
Taylor,2014,1836
Taylor,2015,1774
Taylor,2016,1611
Taylor,2017,1757
Taylor,2018,1765
Todd,2000,420
Todd,2005,689
Todd,2006,808
Todd,2007,796
Todd,2008,796
Todd,2009,910
Todd,2010,1008
Todd,2011,1025
Todd,2012,994
Todd,2013,936
Todd,2014,846
Todd,2015,786
Todd,2016,718
Todd,2017,789
Todd,2018,711
Trigg,2000,322
Trigg,2005,526
Trigg,2006,552
Trigg,2007,563
Trigg,2008,571
Trigg,2009,683
Trigg,2010,701
Trigg,2011,738
Trigg,2012,776
Trigg,2013,762
Trigg,2014,689
Trigg,2015,603
Trigg,2016,529
Trigg,2017,584
Trigg,2018,590
Trimble,2000,245
Trimble,2005,484
Trimble,2006,531
Trimble,2007,537
Trimble,2008,499
Trimble,2009,540
Trimble,2010,608
Trimble,2011,657
Trimble,2012,648
Trimble,2013,564
Trimble,2014,502
Trimble,2015,459
Trimble,2016,399
Trimble,2017,405
Trimble,2018,365
Union,2000,612
Union,2005,779
Union,2006,775
Union,2007,804
Union,2008,839
Union,2009,1001
Union,2010,1049
Union,2011,1018
Union,2012,1010
Union,2013,986
Union,2014,866
Union,2015,778
Union,2016,763
Union,2017,883
Union,2018,803
Warren,2000,3629
Warren,2005,4861
Warren,2006,5027
Warren,2007,5047
Warren,2008,5180
Warren,2009,6115
Warren,2010,6894
Warren,2011,7385
Warren,2012,7722
Warren,2013,7848
Warren,2014,7262
Warren,2015,6851
Warren,2016,6331
Warren,2017,7159
Warren,2018,7238
Washington,2000,273
Washington,2005,534
Washington,2006,523
Washington,2007,510
Washington,2008,544
Washington,2009,664
Washington,2010,753
Washington,2011,806
Washington,2012,801
Washington,2013,788
Washington,2014,772
Washington,2015,699
Washington,2016,669
Washington,2017,730
Washington,2018,675
Wayne,2000,1440
Wayne,2005,1700
Wayne,2006,1715
Wayne,2007,1718
Wayne,2008,1720
Wayne,2009,1812
Wayne,2010,1807
Wayne,2011,1897
Wayne,2012,1935
Wayne,2013,1951
Wayne,2014,1853
Wayne,2015,1731
Wayne,2016,1649
Wayne,2017,1849
Wayne,2018,1773
Webster,2000,532
Webster,2005,731
Webster,2006,693
Webster,2007,689
Webster,2008,687
Webster,2009,766
Webster,2010,863
Webster,2011,900
Webster,2012,872
Webster,2013,882
Webster,2014,854
Webster,2015,752
Webster,2016,699
Webster,2017,776
Webster,2018,784
Whitley,2000,3288
Whitley,2005,3783
Whitley,2006,3700
Whitley,2007,3799
Whitley,2008,3769
Whitley,2009,3997
Whitley,2010,4133
Whitley,2011,4238
Whitley,2012,4268
Whitley,2013,4245
Whitley,2014,3936
Whitley,2015,3815
Whitley,2016,3613
Whitley,2017,3957
Whitley,2018,3749
Wolfe,2000,811
Wolfe,2005,913
Wolfe,2006,934
Wolfe,2007,944
Wolfe,2008,912
Wolfe,2009,936
Wolfe,2010,968
Wolfe,2011,943
Wolfe,2012,930
Wolfe,2013,914
Wolfe,2014,903
Wolfe,2015,853
Wolfe,2016,799
Wolfe,2017,864
Wolfe,2018,863
Woodford,2000,302
Woodford,2005,707
Woodford,2006,692
Woodford,2007,695
Woodford,2008,781
Woodford,2009,946
Woodford,2010,1097
Woodford,2011,1196
Woodford,2012,1227
Woodford,2013,1204
Woodford,2014,1194
Woodford,2015,1150
Woodford,2016,1119
Woodford,2017,1118
Woodford,2018,1018
