SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20142015,014,BRECKINRIDGE,065,Breckinridge County,010,Breckinridge County High School,065010,014065010,210072000137,"$9,308",813.28,874,432,49.4%,442,50.6%,820,93.8%,23,2.6%,15,1.7%,6,0.7%,3,0.3%,0,0.0%,7,0.8%,413,47.3%,70,8.0%,93.9%,0.0%,0.9%,N/A,87,40.7%,84,39.3%,3,1.4%,16,7.5%,77,36.0%,11,5.1%,20,9.3%,3,1.4%,19:1,47.00,22.00,25.00,46.00,0.00,0.00,0.00,0.00,1.00,0.00,47.00,2,0.0%,12.3,12.9%,40.3%,33.9%,0.0%,0.0%,87.0%,0.0%,4.4:1,100%,502,18,2,"1,436",GRREC,902
20142015,014,BRECKINRIDGE,065,Breckinridge County,100,Breckinridge County Middle School,065100,014065100,210072001304,"$9,654",580.7,613,333,54.3%,280,45.7%,560,91.4%,16,2.6%,12,2.0%,3,0.5%,1,0.2%,0,0.0%,21,3.4%,356,58.1%,40,6.5%,94.4%,0.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,38.00,12.00,26.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,5,0.0%,12,18.8%,29.2%,31.3%,2.1%,0.0%,81.0%,0.0%,2.5:1,100%,280,28,7,563,GRREC,902
20142015,014,BRECKINRIDGE,065,Breckinridge County,040,Custer Elementary School,065040,014065040,210072000140,"$11,037",196.6,208,104,50.0%,104,50.0%,194,93.3%,1,0.5%,12,5.8%,0,0.0%,0,0.0%,1,0.5%,0,0.0%,134,64.4%,26,12.5%,94.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,15.00,3.00,12.00,14.00,1.00,0.00,0.00,0.00,0.00,0.00,15.00,1,0.0%,7.3,31.8%,18.2%,18.2%,0.0%,0.0%,68.0%,6.7%,1:1,100%,150,4,2,"1,929",GRREC,902
20142015,014,BRECKINRIDGE,065,Breckinridge County,020,Hardinsburg Elementary School,065020,014065020,210072000138,"$13,315",405.14,425,203,47.8%,222,52.2%,381,89.6%,17,4.0%,5,1.2%,2,0.5%,1,0.2%,0,0.0%,19,4.5%,248,58.4%,34,8.0%,95.5%,5.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,36.00,2.00,34.00,35.00,1.00,0.00,0.00,0.00,0.00,0.00,36.00,2,0.0%,12.1,8.3%,63.9%,19.4%,0.0%,0.0%,92.0%,0.0%,1.2:1,100%,387,21,11,"2,185",GRREC,902
20142015,014,BRECKINRIDGE,065,Breckinridge County,050,Irvington Elementary School,065050,014065050,210072000141,"$11,619",316.69,342,175,51.2%,167,48.8%,306,89.5%,18,5.3%,3,0.9%,0,0.0%,2,0.6%,1,0.3%,12,3.5%,233,68.1%,21,6.1%,95.6%,0.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,23.00,2.00,21.00,21.00,2.00,0.00,0.00,0.00,0.00,0.00,23.00,0,0.0%,8,8.7%,60.9%,21.7%,0.0%,0.0%,91.0%,0.0%,2.1:1,100%,274,17,6,"2,805",GRREC,902
20142015,014,BRECKINRIDGE,065,Breckinridge County,,---District Total---,065,,,"$10,381","2,538.21","2,701","1,373",50.8%,"1,328",49.2%,"2,495",92.4%,76,2.8%,47,1.7%,12,0.4%,8,0.3%,2,0.1%,61,2.3%,"1,530",56.6%,209,7.7%,94.6%,0.8%,0.7%,N/A,87,40.7%,84,39.3%,3,1.4%,16,7.5%,77,36.0%,11,5.1%,20,9.3%,3,1.4%,16:1,169.00,39.00,130.00,165.00,3.00,0.00,0.00,0.00,1.00,0.00,169.00,11,0.0%,11.1,16.5%,39.2%,27.4%,0.5%,0.0%,84.0%,0.5%,2:1,100%,"1,780",110,33,"14,156",GRREC,902
20142015,015,BULLITT,071,Bullitt County,005,Bernheim Middle School,071005,015071005,210075000414,"$6,197",449.24,469,232,49.5%,237,50.5%,448,95.5%,1,0.2%,13,2.8%,0,0.0%,1,0.2%,0,0.0%,6,1.3%,199,42.4%,37,7.9%,95.8%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,30.00,8.00,22.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,1,0.0%,9.6,12.5%,62.5%,6.3%,6.3%,0.0%,88.0%,0.0%,1.9:1,100%,56,32,5,"2,794",OVEC,906
20142015,015,BULLITT,071,Bullitt County,010,Brooks Elementary School,071010,015071010,210075000144,"$7,662",461.59,483,235,48.7%,248,51.3%,424,87.8%,13,2.7%,26,5.4%,3,0.6%,2,0.4%,1,0.2%,14,2.9%,322,66.7%,25,5.2%,95.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,30.00,2.00,28.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,4,0.0%,10.1,26.5%,32.4%,14.7%,0.0%,0.0%,74.0%,0.0%,1.7:1,100%,420,23,3,"7,995",OVEC,906
20142015,015,BULLITT,071,Bullitt County,120,Bullitt Alternative Center,071120,015071120,210075000929,"$27,405",27.61,51,42,82.4%,9,17.6%,47,92.2%,1,2.0%,2,3.9%,0,0.0%,0,0.0%,0,0.0%,1,2.0%,39,76.5%,2,3.9%,76.8%,13.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7:1,7.00,2.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,,0.0%,11,12.5%,37.5%,37.5%,0.0%,0.0%,88.0%,0.0%,.6:1,100%,5,,,0,OVEC,906
20142015,015,BULLITT,071,Bullitt County,015,Bullitt Central High School,071015,015071015,210075000145,"$6,524","1,150.89","1,246",636,51.0%,610,49.0%,"1,178",94.5%,16,1.3%,22,1.8%,6,0.5%,4,0.3%,0,0.0%,20,1.6%,581,46.6%,82,6.6%,92.8%,2.3%,1.4%,N/A,74,28.1%,71,27.0%,3,1.1%,57,21.7%,117,44.5%,7,2.7%,4,1.5%,4,1.5%,17:1,72.00,39.00,33.00,68.00,2.00,2.00,0.00,0.00,0.00,0.00,72.00,2,0.0%,9.1,11.8%,57.6%,17.6%,1.2%,0.0%,88.0%,1.2%,2.3:1,100%,"1,441",0,2,"5,430",OVEC,906
20142015,015,BULLITT,071,Bullitt County,016,Bullitt East High School,071016,015071016,210075001409,"$5,705","1,312.93","1,382",703,50.9%,679,49.1%,"1,317",95.3%,13,0.9%,25,1.8%,8,0.6%,6,0.4%,0,0.0%,13,0.9%,321,23.2%,48,3.5%,94.4%,2.3%,1.0%,N/A,137,40.1%,129,37.7%,8,2.3%,25,7.3%,96,28.1%,58,17.0%,8,2.3%,18,5.3%,19:1,73.00,34.00,39.00,72.00,1.00,0.00,0.00,0.00,0.00,0.00,73.00,5,0.0%,10,13.2%,51.6%,22.0%,0.0%,0.0%,87.0%,0.0%,4.3:1,100%,275,65,5,"4,500",OVEC,906
20142015,015,BULLITT,071,Bullitt County,018,Bullitt Lick Middle School,071018,015071018,210075001410,"$6,661",512.7,535,276,51.6%,259,48.4%,498,93.1%,6,1.1%,13,2.4%,4,0.7%,4,0.7%,0,0.0%,10,1.9%,345,64.5%,29,5.4%,94.8%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,34.00,13.00,21.00,33.00,1.00,0.00,0.00,0.00,0.00,0.00,34.00,2,4.8%,6.8,21.3%,51.1%,6.4%,0.0%,0.0%,79.0%,2.7%,4:1,100%,201,20,4,"4,924",OVEC,906
20142015,015,BULLITT,071,Bullitt County,020,Cedar Grove Elementary,071020,015071020,210075000146,"$7,568",416.03,436,214,49.1%,222,50.9%,421,96.6%,2,0.5%,6,1.4%,1,0.2%,0,0.0%,1,0.2%,5,1.1%,189,43.3%,20,4.6%,96.4%,0.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,28.00,2.00,26.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,1,0.0%,13.1,10.0%,60.0%,20.0%,0.0%,0.0%,90.0%,0.0%,2.1:1,100%,539,42,2,"3,923",OVEC,906
20142015,015,BULLITT,071,Bullitt County,060,Crossroads Elementary,071060,015071060,210075002286,"$7,566",464.92,474,243,51.3%,231,48.7%,443,93.5%,2,0.4%,9,1.9%,1,0.2%,2,0.4%,0,0.0%,17,3.6%,227,47.9%,20,4.2%,96.3%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,31.00,1.00,30.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,8,0.0%,10.1,8.1%,40.5%,43.2%,0.0%,0.0%,92.0%,0.0%,3.1:1,100%,425,8,2,"6,694",OVEC,906
20142015,015,BULLITT,071,Bullitt County,009,Eastside Middle School,071009,015071009,210075001975,"$6,056",594.43,621,319,51.4%,302,48.6%,584,94.0%,9,1.4%,14,2.3%,5,0.8%,0,0.0%,0,0.0%,9,1.4%,131,21.1%,20,3.2%,96.3%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,36.00,5.00,31.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,3,4.7%,13.8,12.8%,53.8%,20.5%,0.0%,0.0%,87.0%,2.9%,2.4:1,100%,337,40,2,"4,892",OVEC,906
20142015,015,BULLITT,071,Bullitt County,006,Freedom Elementary School,071006,015071006,210075001958,"$7,311",423.42,432,217,50.2%,215,49.8%,392,90.7%,5,1.2%,12,2.8%,7,1.6%,2,0.5%,0,0.0%,14,3.2%,171,39.6%,22,5.1%,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,25.00,1.00,24.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,3,0.0%,13.2,21.6%,35.1%,21.6%,0.0%,0.0%,78.0%,0.0%,1.6:1,100%,288,85,3,"8,836",OVEC,906
20142015,015,BULLITT,071,Bullitt County,025,Hebron Middle School,071025,015071025,210075000147,"$6,344",477.29,497,256,51.5%,241,48.5%,462,93.0%,8,1.6%,13,2.6%,5,1.0%,1,0.2%,0,0.0%,8,1.6%,210,42.3%,34,6.8%,95.7%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,26.00,7.00,19.00,25.00,1.00,0.00,0.00,0.00,0.00,0.00,26.00,1,0.0%,10,18.4%,36.8%,26.3%,0.0%,0.0%,82.0%,0.0%,1.8:1,100%,154,71,2,"5,431",OVEC,906
20142015,015,BULLITT,071,Bullitt County,030,Lebanon Junction Elementary,071030,015071030,210075000148,"$7,337",440.55,460,219,47.6%,241,52.4%,436,94.8%,1,0.2%,15,3.3%,0,0.0%,1,0.2%,0,0.0%,7,1.5%,249,54.1%,39,8.5%,95.9%,0.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,27.00,2.00,25.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,1,0.0%,10.2,20.6%,44.1%,14.7%,0.0%,0.0%,79.0%,0.0%,2.5:1,100%,416,19,2,"9,242",OVEC,906
20142015,015,BULLITT,071,Bullitt County,055,MT. Washington Elementary,071055,015071055,210075000151,"$6,542",476.03,491,245,49.9%,246,50.1%,469,95.5%,5,1.0%,4,0.8%,2,0.4%,0,0.0%,0,0.0%,11,2.2%,112,22.8%,17,3.5%,97.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,28.00,2.00,26.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,2,0.0%,13.4,9.4%,65.6%,15.6%,0.0%,0.0%,91.0%,0.0%,2.2:1,100%,450,45,12,"7,544",OVEC,906
20142015,015,BULLITT,071,Bullitt County,050,MT. Washington Middle School,071050,015071050,210075000150,"$6,594",493.91,510,269,52.7%,241,47.3%,476,93.3%,4,0.8%,12,2.4%,6,1.2%,2,0.4%,0,0.0%,10,2.0%,175,34.3%,23,4.5%,96.1%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,29.00,9.00,20.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,1,0.0%,15.1,12.5%,53.1%,21.9%,0.0%,0.0%,88.0%,0.0%,4:1,100%,263,20,10,"5,300",OVEC,906
20142015,015,BULLITT,071,Bullitt County,045,Maryville Elementary School,071045,015071045,210075000149,"$7,468",330.81,347,174,50.1%,173,49.9%,315,90.8%,4,1.2%,13,3.7%,0,0.0%,0,0.0%,0,0.0%,15,4.3%,212,61.1%,28,8.1%,96.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,20.00,2.00,18.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,4,0.0%,8.7,9.5%,52.4%,28.6%,0.0%,0.0%,91.0%,0.0%,2.2:1,100%,195,3,2,"3,259",OVEC,906
20142015,015,BULLITT,071,Bullitt County,070,Nichols Elementary,071070,015071070,210075000153,"$10,128",135.39,142,68,47.9%,74,52.1%,131,92.3%,0,0.0%,8,5.6%,1,0.7%,0,0.0%,0,0.0%,2,1.4%,82,57.7%,11,7.7%,96.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,12.00,.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2,0.0%,7.2,23.1%,30.8%,23.1%,0.0%,0.0%,77.0%,0.0%,2.3:1,100%,136,11,2,"2,984",OVEC,906
20142015,015,BULLITT,071,Bullitt County,075,North Bullitt High School,071075,015071075,210075000154,"$7,143","1,049.86","1,130",571,50.5%,559,49.5%,"1,056",93.5%,12,1.1%,32,2.8%,6,0.5%,2,0.2%,1,0.1%,21,1.9%,456,40.4%,60,5.3%,92.6%,11.6%,3.9%,N/A,125,44.3%,125,44.3%,N/A,0.0%,24,8.5%,122,43.3%,N/A,0.0%,6,2.1%,5,1.8%,17:1,65.00,24.00,41.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,5,0.5%,11.5,15.5%,46.4%,22.6%,0.0%,0.0%,85.0%,0.0%,5:1,100%,486,96,6,0,OVEC,906
20142015,015,BULLITT,071,Bullitt County,078,Old Mill Elementary School,071078,015071078,210075001578,"$6,917",406.27,427,230,53.9%,197,46.1%,396,92.7%,4,0.9%,14,3.3%,6,1.4%,0,0.0%,0,0.0%,7,1.6%,138,32.3%,21,4.9%,97.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,23.00,3.00,20.00,22.00,0.00,0.00,1.00,0.00,0.00,0.00,23.00,1,0.0%,13.8,7.4%,63.0%,22.2%,0.0%,0.0%,93.0%,0.0%,2.6:1,100%,300,10,2,"6,031",OVEC,906
20142015,015,BULLITT,071,Bullitt County,080,Overdale Elementary School,071080,015071080,210075000155,"$6,796",484.9,504,273,54.2%,231,45.8%,435,86.3%,2,0.4%,36,7.1%,10,2.0%,3,0.6%,0,0.0%,18,3.6%,295,58.5%,26,5.2%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,31.00,4.00,27.00,29.00,0.00,1.00,1.00,0.00,0.00,0.00,31.00,3,0.0%,6.8,12.5%,53.1%,21.9%,0.0%,0.0%,88.0%,0.0%,2.7:1,100%,498,18,2,"5,893",OVEC,906
20142015,015,BULLITT,071,Bullitt County,065,Pleasant Grove Elementary School,071065,015071065,210075001305,"$5,946",584.44,596,308,51.7%,288,48.3%,555,93.1%,10,1.7%,12,2.0%,4,0.7%,1,0.2%,0,0.0%,14,2.3%,193,32.4%,22,3.7%,96.5%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,33.00,.00,33.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,3,0.0%,12.6,8.6%,51.4%,31.4%,0.0%,0.0%,91.0%,0.0%,3:1,100%,630,21,2,"9,018",OVEC,906
20142015,015,BULLITT,071,Bullitt County,110,Riverview Opportunity Center,071110,015071110,210075000157,"$9,017",145.66,152,80,52.6%,72,47.4%,144,94.7%,0,0.0%,2,1.3%,3,2.0%,0,0.0%,0,0.0%,3,2.0%,63,41.4%,11,7.2%,91.1%,2.0%,N/A,N/A,9,33.3%,7,25.9%,2,7.4%,N/A,0.0%,17,63.0%,1,3.7%,N/A,0.0%,N/A,0.0%,38:1,4.00,1.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0,20.8%,11.5,16.7%,33.3%,33.3%,0.0%,0.0%,83.0%,0.0%,1.3:1,100%,10,,,50,OVEC,906
20142015,015,BULLITT,071,Bullitt County,090,Roby Elementary School,071090,015071090,210075000156,"$7,331",437.57,458,240,52.4%,218,47.6%,424,92.6%,8,1.7%,5,1.1%,1,0.2%,0,0.0%,0,0.0%,20,4.4%,238,52.0%,32,7.0%,96.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,29.00,2.00,27.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,3,0.0%,9.8,20.0%,42.9%,17.1%,0.0%,0.0%,80.0%,0.0%,2.1:1,100%,520,116,4,"5,598",OVEC,906
20142015,015,BULLITT,071,Bullitt County,008,Shepherdsville Elementary,071008,015071008,210075001974,"$7,167",493.08,505,263,52.1%,242,47.9%,468,92.7%,2,0.4%,13,2.6%,3,0.6%,1,0.2%,0,0.0%,18,3.6%,347,68.7%,34,6.7%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,33.00,2.00,31.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,5,0.0%,7.3,27.5%,32.5%,12.5%,0.0%,0.0%,73.0%,0.0%,2.4:1,100%,470,10,6,"9,940",OVEC,906
20142015,015,BULLITT,071,Bullitt County,032,Spring Meadows,071032,015071032,210075002169,"$11,663",16.46,19,19,100.0%,0,0.0%,16,84.2%,2,10.5%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,5.3%,0,0.0%,0,0.0%,98.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,2.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,,0.0%,22.5,0.0%,0.0%,50.0%,50.0%,0.0%,100.0%,0.0%,.8:1,100%,10,,,0,OVEC,906
20142015,015,BULLITT,071,Bullitt County,007,Zoneton Middle School,071007,015071007,210075001973,"$6,459",496.6,507,276,54.4%,231,45.6%,460,90.7%,4,0.8%,31,6.1%,1,0.2%,1,0.2%,0,0.0%,10,2.0%,251,49.5%,36,7.1%,95.3%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,32.00,9.00,23.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,2,5.8%,7.8,17.9%,48.7%,12.8%,2.6%,0.0%,82.0%,0.0%,1.5:1,100%,120,15,2,"1,343",OVEC,906
20142015,015,BULLITT,071,Bullitt County,,---District Total---,071,,,"$8,902","12,282.56","12,874","6,608",51.3%,"6,266",48.7%,"11,995",93.2%,134,1.0%,352,2.7%,83,0.6%,33,0.3%,3,0.0%,274,2.1%,"5,546",43.1%,699,5.4%,95.2%,2.3%,1.5%,N/A,345,37.6%,332,36.2%,13,1.4%,106,11.5%,354,38.6%,67,7.3%,19,2.1%,27,2.9%,17:1,758.00,175.00,583.00,748.00,5.00,3.00,2.00,0.00,0.00,0.00,758.00,69,0.6%,10.5,15.3%,48.7%,20.2%,0.5%,0.0%,85.0%,0.4%,2.5:1,100%,"8,645",770,82,"121,621",OVEC,906
20142015,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078002407,"$9,418",453.32,468,224,47.9%,244,52.1%,442,94.4%,3,0.6%,9,1.9%,0,0.0%,0,0.0%,0,0.0%,14,3.0%,214,45.7%,38,8.1%,95.7%,0.0%,N/A,N/A,22,61.1%,22,61.1%,N/A,N/A,1,2.8%,11,30.6%,N/A,N/A,2,5.6%,N/A,N/A,13:1,36.00,7.00,29.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0,0.0%,9.8,20.8%,47.9%,10.4%,0.0%,0.0%,79.0%,2.3%,2.5:1,100%,301,167,11,287,CKEC,901
20142015,084,MERCER,072,Burgin Independent,,---District Total---,072,,,"$9,295",453.32,468,224,47.9%,244,52.1%,442,94.4%,3,0.6%,9,1.9%,0,0.0%,0,0.0%,0,0.0%,14,3.0%,214,45.7%,38,8.1%,95.7%,3.4%,0.0%,N/A,22,61.1%,22,61.1%,N/A,N/A,1,2.8%,11,30.6%,N/A,N/A,2,5.6%,N/A,N/A,13:1,36.00,7.00,29.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0,0.0%,9.8,20.8%,47.9%,10.4%,0.0%,0.0%,79.0%,2.3%,2.5:1,100%,301,167,11,287,CKEC,901
20142015,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,"$9,635",570.49,594,290,48.8%,304,51.2%,560,94.3%,5,0.8%,18,3.0%,1,0.2%,1,0.2%,0,0.0%,9,1.5%,272,45.8%,40,6.7%,92.8%,0.0%,1.1%,N/A,35,25.5%,33,24.1%,2,1.5%,20,14.6%,46,33.6%,11,8.0%,16,11.7%,9,6.6%,17:1,34.00,14.00,20.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0,0.0%,13.5,10.0%,55.0%,25.0%,0.0%,0.0%,90.0%,2.4%,5.7:1,100%,343,11,5,"3,101",GRREC,902
20142015,016,BUTLER,075,Butler County,032,Butler County Learning Center,075032,016075032,210081001977,"$10,450",23.18,30,20,66.7%,10,33.3%,24,80.0%,0,0.0%,6,20.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,23,76.7%,1,3.3%,90.5%,10.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,3.00,2.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0,0.0%,9,20.0%,60.0%,0.0%,0.0%,0.0%,80.0%,0.0%,1.1:1,100%,30,,,0,GRREC,902
20142015,016,BUTLER,075,Butler County,035,Butler County Middle School,075035,016075035,210081001697,"$9,176",444.04,468,241,51.5%,227,48.5%,433,92.5%,3,0.6%,23,4.9%,2,0.4%,0,0.0%,0,0.0%,7,1.5%,261,55.8%,23,4.9%,94.6%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,30.00,12.00,18.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,3,0.0%,12.8,20.8%,31.3%,27.1%,0.0%,0.0%,79.0%,0.0%,4.8:1,100%,270,14,2,260,GRREC,902
